Time,Duration,Fixture,Combined,Hot,Cold
8/4 8:14:12 AM,30,Kitchen Sink,0.378,0.280,0.098
8/4 8:16:06 AM,102,Kitchen Sink,1.791,1.325,0.466
8/4 8:17:42 AM,60,CW,2.622,2.622,0.000
8/4 8:18:06 AM,12,Sink 4,1.902,1.407,0.495
8/4 9:27:36 AM,24,Kitchen Sink,1.417,1.048,0.369
8/4 9:29:30 AM,30,Sink 2,1.078,0.797,0.281
8/4 9:32:00 AM,42,CW,2.832,2.832,0.000
8/4 10:29:36 AM,18,Kitchen Sink,1.111,0.822,0.289
8/4 10:31:30 AM,18,Kitchen Sink,0.894,0.661,0.233
8/4 10:34:12 AM,18,Kitchen Sink,0.83,0.614,0.216
8/4 10:36:06 AM,18,Kitchen Sink,1.624,1.201,0.423
8/4 12:28:00 PM,48,Kitchen Sink,1.822,1.348,0.474
8/4 12:29:54 PM,48,Kitchen Sink,1.788,1.323,0.465
8/4 12:31:54 PM,144,Kitchen Sink,2.149,1.590,0.559
8/4 12:33:48 PM,30,Sink 4,1.766,1.306,0.460
8/4 12:35:42 PM,6,Kitchen Sink,0.255,0.189,0.066
8/4 12:52:18 PM,6,Sink 3,1.758,1.300,0.458
8/4 1:25:36 PM,6,Kitchen Sink,0.022,0.016,0.006
8/4 1:56:48 PM,6,Kitchen Sink,1.033,0.764,0.269
8/4 3:42:24 PM,60,Kitchen Sink,0.675,0.499,0.176
8/4 3:44:18 PM,24,Kitchen Sink,0.862,0.638,0.224
8/4 3:46:18 PM,6,Kitchen Sink,1.089,0.806,0.283
8/4 3:48:12 PM,42,Kitchen Sink,0.05,0.037,0.013
8/4 4:00:12 PM,18,Sink 4,0.771,0.570,0.201
8/4 4:02:06 PM,18,Sink 4,0.054,0.040,0.014
8/4 5:06:42 PM,84,Kitchen Sink,0.049,0.036,0.013
8/4 5:08:36 PM,54,Kitchen Sink,1.001,0.740,0.261
8/4 5:10:30 PM,48,Kitchen Sink,0.866,0.641,0.225
8/4 5:12:30 PM,12,Kitchen Sink,0.64,0.473,0.167
8/4 5:14:24 PM,156,Kitchen Sink,1.575,1.165,0.410
8/4 5:16:18 PM,6,Kitchen Sink,2.318,1.715,0.603
8/4 5:18:18 PM,6,Kitchen Sink,0.013,0.010,0.003
8/4 5:20:12 PM,54,Sink 3,1.7,1.257,0.443
8/4 5:22:06 PM,6,Kitchen Sink,0.731,0.541,0.190
8/4 5:22:18 PM,30,Kitchen Sink,0.561,0.415,0.146
8/4 5:24:06 PM,36,Kitchen Sink,0.457,0.338,0.119
8/4 5:26:00 PM,30,Kitchen Sink,1.403,1.038,0.365
8/4 5:27:54 PM,30,Sink 2,1.441,1.066,0.375
8/4 5:29:54 PM,12,Kitchen Sink,2.306,1.706,0.600
8/4 5:33:18 PM,6,Sink 4,0.424,0.314,0.110
8/4 5:37:12 PM,24,Sink 4,0.219,0.162,0.057
8/4 5:39:12 PM,24,Kitchen Sink,0.765,0.566,0.199
8/4 6:15:24 PM,12,Kitchen Sink,0.892,0.660,0.232
8/4 6:37:12 PM,6,Kitchen Sink,1.35,0.999,0.351
8/4 7:05:42 PM,42,Kitchen Sink,1.77,1.309,0.461
8/4 7:23:12 PM,6,Sink 4,0.419,0.310,0.109
8/4 8:31:54 PM,114,Kitchen Sink,1.142,0.845,0.297
8/4 10:06:30 PM,402,Shower 1,1.901,1.406,0.495
8/4 10:15:24 PM,12,Kitchen Sink,0.744,0.550,0.194
8/4 10:39:30 PM,120,Kitchen Sink,0.841,0.622,0.219
8/5 4:51:18 AM,6,Kitchen Sink,1.269,0.939,0.330
8/5 5:06:42 AM,72,Sink 2,0.217,0.160,0.057
8/5 6:00:42 AM,36,Kitchen Sink,0.436,0.322,0.114
8/5 7:23:36 AM,306,Shower 1,2.045,1.512,0.533
8/5 7:32:18 AM,6,Kitchen Sink,0.118,0.087,0.031
8/5 8:19:42 AM,6,CW,3.353,3.353,0.000
8/5 8:21:48 AM,132,Kitchen Sink,0.608,0.450,0.158
8/5 9:14:06 AM,36,Kitchen Sink,0.858,0.635,0.223
8/5 9:25:36 AM,18,Kitchen Sink,0.973,0.720,0.253
8/5 9:50:48 AM,36,Kitchen Sink,0.377,0.279,0.098
8/5 9:52:42 AM,18,Kitchen Sink,2.37,1.753,0.617
8/5 11:44:48 AM,36,Kitchen Sink,2.249,1.663,0.586
8/5 12:24:54 PM,60,Kitchen Sink,1.2,0.887,0.313
8/5 12:26:48 PM,6,Kitchen Sink,1.144,0.846,0.298
8/5 1:02:36 PM,6,Sink 3,1.14,0.843,0.297
8/5 1:04:30 PM,6,Kitchen Sink,0.235,0.174,0.061
8/5 2:19:18 PM,18,Sink 2,0.923,0.683,0.240
8/5 3:19:00 PM,78,Sink 3,1.409,1.042,0.367
8/5 3:21:00 PM,6,Kitchen Sink,0.445,0.329,0.116
8/5 3:22:54 PM,18,Kitchen Sink,0.601,0.444,0.157
8/5 4:15:54 PM,6,Kitchen Sink,0.863,0.638,0.225
8/5 4:53:48 PM,18,Kitchen Sink,1.758,1.300,0.458
8/5 6:19:30 PM,6,Sink 2,0.655,0.484,0.171
8/5 6:21:24 PM,48,Sink 4,2.196,1.624,0.572
8/5 6:22:18 PM,6,Kitchen Sink,0.727,0.538,0.189
8/5 6:23:24 PM,48,Kitchen Sink,0.548,0.405,0.143
8/5 6:25:18 PM,6,Kitchen Sink,0.213,0.158,0.055
8/5 6:30:24 PM,30,Sink 4,1.73,1.279,0.451
8/5 6:45:00 PM,30,Kitchen Sink,1.273,0.941,0.332
8/5 6:46:54 PM,42,Kitchen Sink,1.113,0.823,0.290
8/5 7:55:06 PM,30,Kitchen Sink,0.869,0.643,0.226
8/5 7:57:00 PM,54,Kitchen Sink,1.964,1.453,0.511
8/5 7:58:54 PM,6,Sink 4,0.519,0.384,0.135
8/5 8:00:54 PM,6,Kitchen Sink,0.443,0.328,0.115
8/5 8:02:48 PM,6,Sink 3,0.114,0.084,0.030
8/5 8:04:42 PM,6,Sink 2,2.229,1.649,0.580
8/5 8:06:36 PM,6,Kitchen Sink,0.584,0.432,0.152
8/5 8:08:36 PM,42,Kitchen Sink,1.59,1.176,0.414
8/5 8:10:30 PM,12,Kitchen Sink,1.419,1.049,0.370
8/5 8:12:24 PM,84,Kitchen Sink,1.223,0.905,0.318
8/5 8:14:24 PM,30,Sink 3,0.622,0.460,0.162
8/5 8:16:18 PM,6,Sink 3,0.026,0.019,0.007
8/5 8:18:12 PM,6,Kitchen Sink,0.655,0.484,0.171
8/5 8:52:24 PM,30,Kitchen Sink,1.971,1.458,0.513
8/6 12:40:48 AM,18,Kitchen Sink,0.646,0.478,0.168
8/6 5:39:18 AM,18,Kitchen Sink,1.307,0.967,0.340
8/6 6:17:48 AM,24,Sink 3,1.041,0.770,0.271
8/6 6:52:36 AM,354,Shower 1,0.749,0.554,0.195
8/6 7:23:12 AM,276,Shower 1,2.829,2.092,0.737
8/6 9:14:12 AM,6,Sink 3,0.604,0.447,0.157
8/6 9:16:06 AM,78,Kitchen Sink,1.822,1.347,0.475
8/6 9:28:24 AM,36,Kitchen Sink,1.214,0.898,0.316
8/6 9:30:24 AM,6,Kitchen Sink,0.317,0.234,0.083
8/6 9:32:18 AM,6,Sink 4,0.996,0.737,0.259
8/6 11:20:42 AM,90,Kitchen Sink,1.049,0.776,0.273
8/6 11:21:42 AM,30,Kitchen Sink,2.436,1.801,0.635
8/6 11:23:36 AM,42,Kitchen Sink,1.112,0.822,0.290
8/6 11:48:18 AM,186,Kitchen Sink,1.368,1.012,0.356
8/6 11:49:36 AM,6,Kitchen Sink,0.365,0.270,0.095
8/6 12:35:42 PM,12,Kitchen Sink,1.194,0.883,0.311
8/6 1:26:36 PM,12,Kitchen Sink,1.401,1.036,0.365
8/6 1:31:54 PM,12,Sink 2,0.091,0.067,0.024
8/6 2:38:18 PM,558,Shower 2,1.724,1.275,0.449
8/6 3:08:54 PM,546,Shower 2,1.064,0.787,0.277
8/6 3:40:30 PM,18,Kitchen Sink,1.429,1.057,0.372
8/6 3:42:30 PM,42,Kitchen Sink,1.24,0.917,0.323
8/6 3:44:24 PM,18,Kitchen Sink,0.216,0.160,0.056
8/6 5:39:00 PM,240,Shower 1,1.96,1.449,0.511
8/6 6:33:36 PM,6,Kitchen Sink,2.036,1.506,0.530
8/6 6:46:06 PM,66,DW1,1.402,1.402,0.000
8/6 6:55:54 PM,72,DW1,1.289,1.289,0.000
8/6 7:00:06 PM,18,Sink 2,0.633,0.468,0.165
8/6 7:02:00 PM,6,Sink 3,0.222,0.164,0.058
8/6 7:02:18 PM,60,Kitchen Sink,0.048,0.035,0.013
8/6 7:04:48 PM,42,Kitchen Sink,1.484,1.097,0.387
8/6 7:06:48 PM,6,Kitchen Sink,0.417,0.308,0.109
8/6 7:39:24 PM,18,Kitchen Sink,0.582,0.430,0.152
8/6 8:27:48 PM,54,Kitchen Sink,0.944,0.698,0.246
8/6 8:29:48 PM,6,Kitchen Sink,0.056,0.041,0.015
8/6 8:40:54 PM,42,Sink 2,0.781,0.578,0.203
8/6 8:42:48 PM,312,Kitchen Sink,1.696,1.254,0.442
8/6 9:33:42 PM,12,CW,2.656,2.656,0.000
8/6 10:48:00 PM,72,CW,2.309,2.309,0.000
8/7 6:37:36 AM,6,Kitchen Sink,0.353,0.261,0.092
8/7 6:39:30 AM,24,Sink 4,0.363,0.268,0.095
8/7 7:15:06 AM,6,Kitchen Sink,0.241,0.178,0.063
8/7 7:17:00 AM,42,Kitchen Sink,2.087,1.543,0.544
8/7 8:27:12 AM,72,Sink 4,1.305,0.965,0.340
8/7 8:49:24 AM,6,Kitchen Sink,0.375,0.277,0.098
8/7 9:45:18 AM,12,Kitchen Sink,1.299,0.960,0.339
8/7 10:11:42 AM,18,Sink 3,1.3,0.961,0.339
8/7 10:29:18 AM,36,Sink 2,1.087,0.804,0.283
8/7 10:31:12 AM,66,Kitchen Sink,0.425,0.314,0.111
8/7 10:33:06 AM,48,Kitchen Sink,0.578,0.427,0.151
8/7 11:46:42 AM,30,Sink 4,0.211,0.156,0.055
8/7 12:52:06 PM,72,Kitchen Sink,0.32,0.237,0.083
8/7 2:01:54 PM,6,Kitchen Sink,1.686,1.247,0.439
8/7 2:28:42 PM,18,Kitchen Sink,1.093,0.808,0.285
8/7 2:32:12 PM,6,Kitchen Sink,0.572,0.423,0.149
8/7 5:02:42 PM,30,Sink 3,1.574,1.164,0.410
8/7 5:04:36 PM,6,Sink 4,0.375,0.277,0.098
8/7 5:06:30 PM,18,Kitchen Sink,0.813,0.601,0.212
8/7 5:08:30 PM,6,Sink 4,2.612,1.931,0.681
8/7 5:52:42 PM,54,CW,2.484,2.484,0.000
8/7 6:06:00 PM,78,DW1,1.24,1.240,0.000
8/7 6:15:48 PM,96,DW1,1.392,1.392,0.000
8/7 6:18:24 PM,60,Sink 4,1.066,0.788,0.278
8/7 6:25:36 PM,72,DW1,1.429,1.429,0.000
8/7 6:35:24 PM,72,DW1,1.478,1.478,0.000
8/7 6:35:36 PM,18,Kitchen Sink,1.118,0.827,0.291
8/7 6:45:06 PM,54,DW1,1.083,1.083,0.000
8/7 6:53:18 PM,66,DW1,1.36,1.360,0.000
8/7 7:03:06 PM,114,DW1,1.296,1.296,0.000
8/7 7:12:54 PM,60,DW1,0.802,0.802,0.000
8/7 7:22:36 PM,78,DW1,1.325,1.325,0.000
8/7 7:32:24 PM,78,DW1,1.243,1.243,0.000
8/7 7:42:12 PM,84,DW1,1.587,1.587,0.000
8/7 7:52:00 PM,84,DW1,1.542,1.542,0.000
8/7 8:01:24 PM,6,Sink 4,2.895,2.141,0.754
8/7 8:01:48 PM,90,DW1,1.796,1.796,0.000
8/7 8:11:30 PM,84,DW1,1.772,1.772,0.000
8/7 8:20:30 PM,60,Kitchen Sink,1.159,0.857,0.302
8/7 8:21:18 PM,54,DW1,1.344,1.344,0.000
8/7 8:22:24 PM,6,Kitchen Sink,0.104,0.077,0.027
8/7 8:31:06 PM,84,DW1,1.186,1.186,0.000
8/7 8:34:24 PM,72,Kitchen Sink,0.676,0.500,0.176
8/7 9:17:36 PM,42,Kitchen Sink,1.058,0.782,0.276
8/7 9:19:30 PM,144,Kitchen Sink,2.079,1.537,0.542
8/7 9:21:24 PM,6,Sink 4,0.279,0.206,0.073
8/7 9:23:24 PM,6,Sink 3,0.113,0.084,0.029
8/8 2:23:30 AM,6,Sink 4,0.731,0.540,0.191
8/8 2:25:24 AM,72,Kitchen Sink,0.684,0.506,0.178
8/8 3:21:30 AM,24,Kitchen Sink,1.534,1.134,0.400
8/8 7:18:00 AM,96,Sink 4,0.85,0.628,0.222
8/8 7:19:24 AM,6,Sink 2,0.19,0.140,0.050
8/8 7:21:24 AM,6,Sink 3,1.738,1.285,0.453
8/8 7:23:18 AM,24,Sink 4,0.268,0.198,0.070
8/8 7:25:12 AM,6,Kitchen Sink,0.34,0.251,0.089
8/8 7:27:12 AM,6,Kitchen Sink,1.507,1.114,0.393
8/8 8:23:48 AM,6,CW,2.891,2.891,0.000
8/8 9:14:42 AM,12,Kitchen Sink,0.646,0.478,0.168
8/8 10:10:48 AM,114,Kitchen Sink,1.613,1.193,0.420
8/8 10:12:48 AM,18,Kitchen Sink,0.638,0.472,0.166
8/8 10:14:42 AM,72,Kitchen Sink,2.182,1.613,0.569
8/8 10:45:30 AM,36,Kitchen Sink,1.551,1.147,0.404
8/8 10:57:24 AM,30,CW,1.631,1.631,0.000
8/8 1:30:24 PM,24,Kitchen Sink,1.724,1.275,0.449
8/8 2:14:24 PM,60,Kitchen Sink,0.461,0.341,0.120
8/8 3:12:18 PM,78,Sink 4,0.724,0.535,0.189
8/8 3:39:36 PM,30,Sink 3,1.322,0.977,0.345
8/8 3:46:24 PM,6,Kitchen Sink,0.407,0.301,0.106
8/8 4:01:00 PM,6,Sink 2,0.031,0.023,0.008
8/8 5:06:48 PM,24,Kitchen Sink,1.78,1.316,0.464
8/8 5:43:54 PM,42,Kitchen Sink,1.938,1.433,0.505
8/8 5:46:48 PM,72,CW,2.494,2.494,0.000
8/8 6:31:24 PM,78,Kitchen Sink,1.008,0.745,0.263
8/8 7:53:06 PM,12,Kitchen Sink,0.686,0.507,0.179
8/8 7:55:00 PM,6,Kitchen Sink,0.466,0.345,0.121
8/8 8:15:00 PM,6,Kitchen Sink,0.007,0.005,0.002
8/8 8:17:00 PM,54,Kitchen Sink,1.661,1.228,0.433
8/8 8:37:30 PM,6,Sink 3,0.851,0.629,0.222
8/8 8:44:06 PM,66,Kitchen Sink,0.953,0.705,0.248
8/8 9:17:54 PM,24,Kitchen Sink,0.356,0.263,0.093
8/8 9:19:48 PM,6,Kitchen Sink,0.846,0.625,0.221
8/8 10:26:48 PM,198,Shower 1,1.226,0.906,0.320
8/8 10:56:48 PM,18,Kitchen Sink,0.799,0.591,0.208
8/8 10:57:24 PM,294,Shower 1,2.75,2.033,0.717
8/9 6:22:06 AM,12,Kitchen Sink,0.127,0.094,0.033
8/9 7:02:12 AM,48,Kitchen Sink,0.568,0.420,0.148
8/9 7:04:06 AM,90,Kitchen Sink,0.915,0.676,0.239
8/9 7:06:06 AM,42,Sink 2,1.264,0.934,0.330
8/9 7:08:00 AM,6,Sink 2,0.897,0.663,0.234
8/9 7:53:30 AM,42,Kitchen Sink,1.388,1.026,0.362
8/9 8:34:12 AM,192,Kitchen Sink,2.029,1.500,0.529
8/9 9:41:48 AM,6,Kitchen Sink,1.53,1.131,0.399
8/9 9:43:42 AM,48,Kitchen Sink,0.233,0.172,0.061
8/9 10:02:24 AM,72,Kitchen Sink,1.387,1.025,0.362
8/9 10:04:18 AM,12,Kitchen Sink,2.289,1.692,0.597
8/9 10:57:36 AM,6,Kitchen Sink,2.059,1.522,0.537
8/9 11:14:54 AM,6,Kitchen Sink,0.099,0.073,0.026
8/9 11:20:00 AM,42,Kitchen Sink,0.836,0.618,0.218
8/9 2:14:06 PM,78,CW,2.116,2.116,0.000
8/9 2:25:06 PM,132,Kitchen Sink,1.552,1.147,0.405
8/9 2:48:54 PM,24,Kitchen Sink,0.053,0.039,0.014
8/9 4:35:36 PM,54,Kitchen Sink,0.39,0.288,0.102
8/9 4:37:30 PM,12,Kitchen Sink,1.973,1.459,0.514
8/9 4:38:54 PM,96,Kitchen Sink,1.516,1.121,0.395
8/9 5:01:06 PM,12,Sink 4,1.089,0.805,0.284
8/9 5:07:00 PM,6,Sink 3,0.303,0.224,0.079
8/9 5:17:18 PM,24,Sink 4,1.853,1.370,0.483
8/9 6:17:48 PM,42,Sink 2,1.205,0.891,0.314
8/9 6:19:42 PM,270,Kitchen Sink,0.399,0.295,0.104
8/9 6:31:06 PM,90,DW1,1.196,1.196,0.000
8/9 6:40:54 PM,72,DW1,1.138,1.138,0.000
8/9 6:47:18 PM,126,Sink 4,0.197,0.146,0.051
8/9 6:50:42 PM,78,DW1,1.393,1.393,0.000
8/9 7:00:24 PM,84,DW1,1.373,1.373,0.000
8/9 9:12:36 PM,18,Kitchen Sink,1.684,1.245,0.439
8/9 9:21:06 PM,12,Kitchen Sink,0.739,0.546,0.193
8/9 9:23:06 PM,30,Sink 2,1.899,1.404,0.495
8/10 7:12:24 AM,24,Kitchen Sink,1.258,0.930,0.328
8/10 7:22:18 AM,438,Kitchen Sink,0.942,0.696,0.246
8/10 7:30:12 AM,42,Sink 2,1.523,1.126,0.397
8/10 7:32:06 AM,6,Kitchen Sink,1.265,0.935,0.330
8/10 7:34:00 AM,48,Kitchen Sink,1.301,0.962,0.339
8/10 7:36:00 AM,6,Kitchen Sink,0.071,0.052,0.019
8/10 8:01:00 AM,42,Sink 4,0.304,0.225,0.079
8/10 8:16:48 AM,18,Sink 4,1.153,0.852,0.301
8/10 9:37:00 AM,24,Kitchen Sink,1.591,1.176,0.415
8/10 9:38:54 AM,12,Kitchen Sink,2.031,1.501,0.530
8/10 9:40:54 AM,6,Kitchen Sink,0.457,0.338,0.119
8/10 9:42:48 AM,6,Kitchen Sink,0.383,0.283,0.100
8/10 10:01:54 AM,54,Kitchen Sink,0.051,0.038,0.013
8/10 10:03:48 AM,6,Kitchen Sink,0.661,0.489,0.172
8/10 10:05:42 AM,42,Kitchen Sink,0.662,0.489,0.173
8/10 10:06:12 AM,18,Kitchen Sink,0.386,0.285,0.101
8/10 10:07:36 AM,6,Sink 3,1.892,1.399,0.493
8/10 10:08:06 AM,78,Sink 4,0.13,0.096,0.034
8/10 10:09:36 AM,36,Kitchen Sink,1.306,0.965,0.341
8/10 10:11:30 AM,6,Sink 2,0.248,0.183,0.065
8/10 10:13:24 AM,18,Kitchen Sink,0.919,0.679,0.240
8/10 11:46:06 AM,420,Shower 1,2.809,2.076,0.733
8/10 12:17:12 PM,24,Kitchen Sink,0.948,0.701,0.247
8/10 1:22:00 PM,6,Kitchen Sink,1.457,1.077,0.380
8/10 2:11:06 PM,66,CW,2.243,2.243,0.000
8/10 2:16:06 PM,108,CW,0.772,0.772,0.000
8/10 2:21:06 PM,42,CW,1.472,1.472,0.000
8/10 3:07:36 PM,72,Kitchen Sink,1.064,0.787,0.277
8/10 3:25:24 PM,72,CW,1.756,1.756,0.000
8/10 3:30:24 PM,84,CW,2.519,2.519,0.000
8/10 3:35:18 PM,30,CW,2.928,2.928,0.000
8/10 4:22:06 PM,66,Kitchen Sink,1.361,1.006,0.355
8/10 4:24:00 PM,6,Kitchen Sink,2.493,1.843,0.650
8/10 4:26:00 PM,42,Kitchen Sink,1.08,0.798,0.282
8/10 4:27:54 PM,66,Kitchen Sink,1.305,0.965,0.340
8/10 4:29:48 PM,42,Kitchen Sink,0.875,0.647,0.228
8/10 4:37:12 PM,210,Kitchen Sink,0.625,0.462,0.163
8/10 4:39:12 PM,6,Sink 4,1.789,1.322,0.467
8/10 5:33:24 PM,108,Kitchen Sink,0.898,0.664,0.234
8/10 6:19:42 PM,24,Kitchen Sink,1.793,1.325,0.468
8/10 6:21:42 PM,84,Kitchen Sink,0.87,0.643,0.227
8/10 6:35:12 PM,6,Sink 2,0.259,0.191,0.068
8/10 6:45:36 PM,30,Sink 2,1.029,0.761,0.268
8/10 7:23:00 PM,12,Sink 2,0.904,0.668,0.236
8/10 7:25:00 PM,30,Kitchen Sink,0.052,0.038,0.014
8/10 7:26:54 PM,72,Sink 3,2.253,1.665,0.588
8/10 7:28:30 PM,84,Sink 2,1.27,0.939,0.331
8/10 7:44:48 PM,60,Sink 3,2.039,1.507,0.532
8/10 7:46:48 PM,30,Kitchen Sink,0.718,0.531,0.187
8/10 7:48:42 PM,66,Kitchen Sink,0.88,0.651,0.229
8/10 10:00:48 PM,54,Kitchen Sink,1.418,1.048,0.370
8/10 11:01:36 PM,6,Kitchen Sink,0.111,0.082,0.029
8/10 11:13:30 PM,78,Kitchen Sink,1.311,0.969,0.342
8/10 11:51:42 PM,6,Kitchen Sink,0.105,0.078,0.027
8/10 11:53:36 PM,24,Kitchen Sink,0.612,0.452,0.160
8/10 11:55:30 PM,48,Sink 4,0.422,0.312,0.110
8/11 12:40:06 AM,42,Sink 2,0.843,0.623,0.220
8/11 6:03:00 AM,216,Shower 1,2.004,1.481,0.523
8/11 6:33:36 AM,684,Shower 1,2.429,1.795,0.634
8/11 6:46:48 AM,54,Kitchen Sink,1.823,1.348,0.475
8/11 7:13:36 AM,12,Kitchen Sink,0.245,0.181,0.064
8/11 7:17:24 AM,18,Sink 4,2.203,1.628,0.575
8/11 8:26:42 AM,90,Sink 4,0.05,0.037,0.013
8/11 8:28:42 AM,24,Kitchen Sink,1.538,1.137,0.401
8/11 8:29:30 AM,36,Kitchen Sink,1.382,1.022,0.360
8/11 8:33:36 AM,12,Sink 3,1.049,0.775,0.274
8/11 8:37:18 AM,18,Kitchen Sink,1.219,0.901,0.318
8/11 8:39:12 AM,150,Sink 3,2.17,1.604,0.566
8/11 9:38:48 AM,96,Sink 4,1.033,0.764,0.269
8/11 9:40:48 AM,12,Kitchen Sink,0.159,0.118,0.041
8/11 9:42:42 AM,48,Kitchen Sink,1.174,0.868,0.306
8/11 9:44:36 AM,60,Sink 4,0.92,0.680,0.240
8/11 9:46:36 AM,36,Kitchen Sink,1.765,1.305,0.460
8/11 9:48:30 AM,24,Sink 3,1.546,1.143,0.403
8/11 9:50:24 AM,6,Kitchen Sink,0.672,0.497,0.175
8/11 10:54:18 AM,6,Sink 3,1.807,1.336,0.471
8/11 11:27:36 AM,6,Kitchen Sink,0.059,0.044,0.015
8/11 11:28:12 AM,90,Kitchen Sink,1.752,1.295,0.457
8/11 11:29:36 AM,66,Kitchen Sink,1.274,0.942,0.332
8/11 11:30:06 AM,42,Kitchen Sink,2.002,1.480,0.522
8/11 11:31:30 AM,18,Kitchen Sink,0.668,0.494,0.174
8/11 11:33:24 AM,24,Kitchen Sink,0.866,0.640,0.226
8/11 2:23:54 PM,6,CW,1.071,1.071,0.000
8/11 3:38:12 PM,60,CW,2.251,2.251,0.000
8/11 4:09:36 PM,6,Kitchen Sink,0.818,0.605,0.213
8/11 4:37:00 PM,18,Kitchen Sink,1.278,0.945,0.333
8/11 4:39:00 PM,24,Kitchen Sink,1.631,1.206,0.425
8/11 4:52:24 PM,48,CW,3.64,3.640,0.000
8/11 5:19:42 PM,30,Kitchen Sink,1.637,1.210,0.427
8/11 6:26:24 PM,12,Kitchen Sink,1.955,1.445,0.510
8/11 6:28:18 PM,24,Kitchen Sink,0.044,0.033,0.011
8/11 6:30:12 PM,36,Kitchen Sink,0.05,0.037,0.013
8/11 6:32:12 PM,30,Kitchen Sink,0.88,0.650,0.230
8/11 8:17:06 PM,18,Kitchen Sink,0.386,0.285,0.101
8/11 8:19:00 PM,60,Sink 2,1.454,1.075,0.379
8/11 8:21:00 PM,6,Kitchen Sink,0.909,0.672,0.237
8/11 8:22:54 PM,12,Kitchen Sink,0.06,0.044,0.016
8/11 8:24:48 PM,36,Sink 3,1.376,1.017,0.359
8/11 8:26:48 PM,30,Kitchen Sink,1.417,1.047,0.370
8/11 8:28:42 PM,126,Kitchen Sink,0.749,0.554,0.195
8/11 8:33:06 PM,36,Sink 4,0.178,0.132,0.046
8/11 8:53:00 PM,30,Kitchen Sink,1.607,1.188,0.419
8/11 9:07:24 PM,42,Sink 3,1.05,0.776,0.274
8/11 9:24:30 PM,30,Kitchen Sink,0.379,0.280,0.099
8/11 9:26:24 PM,18,Kitchen Sink,1.6,1.183,0.417
8/11 10:57:48 PM,60,Kitchen Sink,2.18,1.611,0.569
8/19 12:37:30 AM,24,Kitchen Sink,1.876,1.387,0.489
8/19 12:39:24 AM,6,Sink 3,1.165,0.861,0.304
8/19 2:45:54 AM,12,Kitchen Sink,1.236,0.914,0.322
8/19 2:47:54 AM,36,Kitchen Sink,0.18,0.133,0.047
8/19 2:49:48 AM,42,Kitchen Sink,1.285,0.950,0.335
8/19 2:51:42 AM,24,Kitchen Sink,1.395,1.031,0.364
8/19 2:53:42 AM,6,Kitchen Sink,0.438,0.324,0.114
8/19 2:55:36 AM,12,Kitchen Sink,1.144,0.846,0.298
8/19 2:57:30 AM,42,Sink 4,2.113,1.562,0.551
8/19 2:59:30 AM,84,Kitchen Sink,1.47,1.087,0.383
8/19 3:01:24 AM,120,Kitchen Sink,0.857,0.634,0.223
8/19 3:03:18 AM,24,Sink 3,1.532,1.133,0.399
8/19 3:05:18 AM,144,Kitchen Sink,1.578,1.167,0.411
8/19 3:07:12 AM,6,Kitchen Sink,0.225,0.166,0.059
8/19 5:24:48 AM,18,Sink 2,0.946,0.699,0.247
8/19 5:26:42 AM,30,Kitchen Sink,1.542,1.140,0.402
8/19 6:05:36 AM,30,Sink 4,2.449,1.811,0.638
8/19 6:07:30 AM,6,Kitchen Sink,0.74,0.547,0.193
8/19 7:48:06 AM,66,Kitchen Sink,0.735,0.543,0.192
8/19 7:50:00 AM,42,Sink 4,0.058,0.043,0.015
8/19 10:00:00 AM,6,Kitchen Sink,2.111,1.561,0.550
8/19 10:04:48 AM,18,Kitchen Sink,1.371,1.014,0.357
8/19 10:30:54 AM,48,DW1,1.978,1.978,0.000
8/19 10:40:42 AM,78,DW1,1.146,1.146,0.000
8/19 10:50:24 AM,96,DW1,1.59,1.590,0.000
8/19 10:57:06 AM,636,Shower 1,0.849,0.628,0.221
8/19 11:00:12 AM,66,DW1,1.505,1.505,0.000
8/19 11:14:12 AM,6,Sink 4,0.183,0.135,0.048
8/19 11:16:06 AM,12,Kitchen Sink,1.742,1.288,0.454
8/19 11:33:12 AM,36,Sink 2,0.942,0.697,0.245
8/19 11:35:12 AM,30,Kitchen Sink,0.866,0.640,0.226
8/19 2:51:36 PM,6,Kitchen Sink,0.63,0.466,0.164
8/19 3:39:42 PM,78,Kitchen Sink,1.052,0.778,0.274
8/19 4:46:06 PM,6,Kitchen Sink,0.12,0.089,0.031
8/19 4:48:06 PM,36,Kitchen Sink,0.869,0.643,0.226
8/19 4:50:00 PM,6,Kitchen Sink,1.006,0.744,0.262
8/19 4:51:54 PM,42,Kitchen Sink,0.797,0.589,0.208
8/19 5:48:06 PM,12,Kitchen Sink,0.984,0.728,0.256
8/19 6:22:12 PM,6,Sink 3,0.38,0.281,0.099
8/19 6:24:06 PM,12,Kitchen Sink,0.925,0.684,0.241
8/19 6:24:30 PM,18,Sink 4,1.725,1.275,0.450
8/19 6:27:36 PM,6,Kitchen Sink,0.757,0.560,0.197
8/19 6:35:06 PM,18,Kitchen Sink,0.626,0.463,0.163
8/19 6:35:54 PM,18,Kitchen Sink,1.596,1.180,0.416
8/19 6:37:00 PM,24,Kitchen Sink,0.619,0.458,0.161
8/19 6:39:00 PM,24,Kitchen Sink,1.261,0.932,0.329
8/19 6:40:54 PM,6,Sink 2,0.336,0.248,0.088
8/19 6:42:48 PM,6,Kitchen Sink,1.836,1.358,0.478
