Time,Duration,Fixture,Combined,Hot,Cold
7/19 8:02:54 PM,6,Kitchen Sink,0.122,0.091,0.031
7/19 8:04:48 PM,42,Kitchen Sink,0.534,0.397,0.137
7/19 9:04:06 PM,114,Kitchen Sink,0.578,0.430,0.148
7/19 10:25:48 PM,30,Kitchen Sink,0.955,0.710,0.245
7/19 10:44:24 PM,24,Kitchen Sink,1.709,1.270,0.439
7/19 10:46:18 PM,6,Kitchen Sink,0.052,0.039,0.013
7/19 11:51:06 PM,78,Kitchen Sink,0.995,0.739,0.256
7/19 11:53:00 PM,18,Kitchen Sink,2.031,1.509,0.522
7/20 5:56:42 AM,24,Kitchen Sink,2.038,1.514,0.524
7/20 7:02:00 AM,6,Kitchen Sink,1.287,0.956,0.331
7/20 7:03:54 AM,6,Sink 2,0.331,0.246,0.085
7/20 7:05:54 AM,6,Kitchen Sink,0.163,0.121,0.042
7/20 7:07:48 AM,144,Sink 2,1.464,1.088,0.376
7/20 7:09:42 AM,6,Sink 3,0.313,0.233,0.080
7/20 7:25:18 AM,84,Kitchen Sink,1.239,0.920,0.319
7/20 7:26:30 AM,72,Sink 2,0.971,0.721,0.250
7/20 7:27:18 AM,6,Sink 2,1.502,1.116,0.386
7/20 7:29:12 AM,18,Sink 2,1.594,1.184,0.410
7/20 7:31:06 AM,24,Kitchen Sink,1.427,1.060,0.367
7/20 7:33:18 AM,72,Kitchen Sink,0.546,0.406,0.140
7/20 7:35:48 AM,6,Kitchen Sink,1.188,0.883,0.305
7/20 7:38:48 AM,6,Sink 2,0.196,0.146,0.050
7/20 8:22:36 AM,6,Sink 2,0.129,0.096,0.033
7/20 8:30:30 AM,6,Kitchen Sink,0.578,0.429,0.149
7/20 9:01:42 AM,294,Shower 2,0.943,0.701,0.242
7/20 9:10:30 AM,18,Kitchen Sink,2.238,1.663,0.575
7/20 9:32:18 AM,324,Shower 1,2.861,2.125,0.736
7/20 9:40:42 AM,6,Kitchen Sink,0.046,0.034,0.012
7/20 9:42:42 AM,96,Kitchen Sink,0.65,0.483,0.167
7/20 10:15:36 AM,6,Kitchen Sink,0.192,0.143,0.049
7/20 10:21:18 AM,66,CW,1.657,1.657,0.000
7/20 11:35:36 AM,72,CW,1.647,1.647,0.000
7/20 12:27:36 PM,132,Kitchen Sink,1.928,1.432,0.496
7/20 12:49:54 PM,30,CW,2.598,2.598,0.000
7/20 2:45:00 PM,684,Shower 1,2.054,1.526,0.528
7/20 3:58:00 PM,30,Kitchen Sink,0.936,0.695,0.241
7/20 3:59:54 PM,42,Sink 2,1.771,1.316,0.455
7/20 4:01:54 PM,48,Kitchen Sink,2.191,1.628,0.563
7/20 5:54:06 PM,24,Kitchen Sink,1.54,1.144,0.396
7/20 7:38:42 PM,18,Kitchen Sink,0.445,0.331,0.114
7/20 7:54:36 PM,24,Kitchen Sink,0.444,0.330,0.114
7/20 8:33:30 PM,72,Kitchen Sink,1.919,1.426,0.493
7/20 8:35:30 PM,6,Sink 4,0.766,0.569,0.197
7/20 8:37:24 PM,30,Kitchen Sink,1.088,0.808,0.280
7/20 8:39:18 PM,120,Kitchen Sink,0.776,0.576,0.200
7/20 8:41:18 PM,18,Sink 3,0.673,0.500,0.173
7/20 8:43:12 PM,168,Kitchen Sink,2.091,1.553,0.538
7/20 9:05:30 PM,6,Kitchen Sink,0.219,0.163,0.056
7/20 9:07:24 PM,126,Kitchen Sink,1.636,1.215,0.421
7/20 9:09:24 PM,48,Kitchen Sink,0.521,0.387,0.134
7/20 9:09:54 PM,36,Sink 3,0.582,0.432,0.150
7/20 9:41:12 PM,6,Sink 3,1.239,0.920,0.319
7/20 9:43:06 PM,6,Sink 3,0.247,0.183,0.064
7/20 9:45:00 PM,6,Sink 2,0.242,0.180,0.062
7/20 9:47:00 PM,138,Sink 4,0.332,0.247,0.085
7/20 9:48:54 PM,18,Sink 3,0.058,0.043,0.015
7/20 10:12:06 PM,756,Shower 1,1.422,1.056,0.366
7/20 10:17:18 PM,48,Kitchen Sink,1.197,0.889,0.308
7/20 10:19:18 PM,6,Sink 2,1.177,0.874,0.303
7/20 10:25:00 PM,42,Kitchen Sink,1.012,0.752,0.260
7/21 6:02:42 AM,366,Shower 1,1.7,1.262,0.438
7/21 6:15:54 AM,480,Bath 1,2.676,1.987,0.689
7/21 6:44:42 AM,84,DW1,1.605,1.605,0.000
7/21 6:54:24 AM,66,DW1,1.438,1.438,0.000
7/21 7:04:12 AM,78,DW1,1.371,1.371,0.000
7/21 7:14:00 AM,54,DW1,1.211,1.211,0.000
7/21 7:23:48 AM,102,DW1,1.421,1.421,0.000
7/21 7:33:36 AM,102,DW1,1.411,1.411,0.000
7/21 7:43:36 AM,78,Kitchen Sink,0.929,0.690,0.239
7/21 8:46:36 AM,90,Sink 2,0.581,0.431,0.150
7/21 8:50:30 AM,24,Sink 3,1.3,0.965,0.335
7/21 9:24:54 AM,6,Kitchen Sink,0.09,0.067,0.023
7/21 9:26:54 AM,12,Kitchen Sink,1.03,0.765,0.265
7/21 9:28:48 AM,6,Sink 2,0.069,0.051,0.018
7/21 9:35:06 AM,12,Kitchen Sink,1.109,0.824,0.285
7/21 9:37:06 AM,12,Kitchen Sink,1.305,0.969,0.336
7/21 11:00:00 AM,24,Kitchen Sink,0.8,0.594,0.206
7/21 11:22:36 AM,66,Kitchen Sink,1.926,1.430,0.496
7/21 11:28:18 AM,72,Kitchen Sink,1.634,1.213,0.421
7/21 11:30:12 AM,6,Sink 4,0.036,0.027,0.009
7/21 11:32:06 AM,174,Kitchen Sink,1.543,1.146,0.397
7/21 11:43:24 AM,12,Kitchen Sink,1.339,0.994,0.345
7/21 12:33:06 PM,12,Kitchen Sink,1.289,0.957,0.332
7/21 12:35:00 PM,24,Sink 3,0.991,0.736,0.255
7/21 12:36:54 PM,6,Kitchen Sink,0.331,0.246,0.085
7/21 12:38:48 PM,114,Kitchen Sink,1.857,1.379,0.478
7/21 12:40:36 PM,24,Kitchen Sink,0.051,0.038,0.013
7/21 1:11:06 PM,36,Sink 3,1.412,1.049,0.363
7/21 1:14:12 PM,6,Kitchen Sink,0.149,0.111,0.038
7/21 1:15:18 PM,6,Sink 3,0.513,0.381,0.132
7/21 1:16:06 PM,12,Kitchen Sink,0.884,0.656,0.228
7/21 1:18:00 PM,12,Kitchen Sink,1.267,0.941,0.326
7/21 1:23:54 PM,72,CW,2.462,2.462,0.000
7/21 1:28:54 PM,48,CW,1.75,1.750,0.000
7/21 1:33:54 PM,54,CW,2.558,2.558,0.000
7/21 1:38:48 PM,72,CW,1.075,1.075,0.000
7/21 2:38:12 PM,48,CW,3.136,3.136,0.000
7/21 2:43:12 PM,72,CW,2.166,2.166,0.000
7/21 2:48:06 PM,114,CW,2.206,2.206,0.000
7/21 2:53:06 PM,24,CW,1.984,1.984,0.000
7/21 3:02:06 PM,18,Kitchen Sink,0.479,0.356,0.123
7/21 3:04:00 PM,6,Kitchen Sink,1.083,0.804,0.279
7/21 3:05:54 PM,42,Kitchen Sink,0.909,0.675,0.234
7/21 3:49:24 PM,6,Kitchen Sink,2.607,1.936,0.671
7/21 3:56:00 PM,42,Sink 2,1.031,0.766,0.265
7/21 3:58:00 PM,18,Sink 4,1.893,1.406,0.487
7/21 5:52:42 PM,12,Sink 4,1.807,1.342,0.465
7/21 6:05:48 PM,60,Kitchen Sink,1.409,1.046,0.363
7/21 6:57:12 PM,36,Kitchen Sink,0.273,0.203,0.070
7/21 8:15:54 PM,306,Bath 1,4.603,3.418,1.185
7/21 8:21:42 PM,54,CW,1.424,1.424,0.000
7/21 8:26:18 PM,42,Kitchen Sink,0.261,0.194,0.067
7/21 8:28:12 PM,12,Kitchen Sink,0.824,0.612,0.212
7/21 9:46:30 PM,6,Kitchen Sink,1.058,0.786,0.272
7/21 9:48:24 PM,72,Kitchen Sink,1.206,0.896,0.310
7/21 9:50:18 PM,18,Sink 2,0.079,0.059,0.020
7/21 10:01:36 PM,18,Kitchen Sink,0.732,0.544,0.188
7/21 10:31:42 PM,18,Sink 4,0.867,0.644,0.223
7/21 10:40:24 PM,60,CW,2.459,2.459,0.000
7/21 11:15:18 PM,6,Kitchen Sink,0.107,0.079,0.028
7/21 11:25:18 PM,6,Sink 3,0.498,0.370,0.128
7/21 11:27:12 PM,54,Kitchen Sink,0.842,0.625,0.217
7/22 12:04:18 AM,6,Sink 4,0.426,0.316,0.110
7/22 6:11:18 AM,6,Kitchen Sink,0.713,0.529,0.184
7/22 6:13:12 AM,66,Kitchen Sink,1.275,0.946,0.329
7/22 6:15:12 AM,6,Kitchen Sink,0.663,0.492,0.171
7/22 6:17:06 AM,30,Kitchen Sink,1.348,1.001,0.347
7/22 6:19:00 AM,6,Sink 2,0.998,0.741,0.257
7/22 6:21:00 AM,6,Sink 2,0.542,0.402,0.140
7/22 6:26:54 AM,84,DW1,1.563,1.563,0.000
7/22 6:36:42 AM,90,DW1,1.602,1.602,0.000
7/22 6:46:24 AM,108,DW1,1.058,1.058,0.000
7/22 6:47:18 AM,324,Shower 1,1.403,1.041,0.362
7/22 6:56:12 AM,102,DW1,1.501,1.501,0.000
7/22 6:58:48 AM,36,Sink 3,1.153,0.856,0.297
7/22 7:06:00 AM,96,DW1,1.379,1.379,0.000
7/22 7:15:48 AM,66,DW1,1.337,1.337,0.000
7/22 7:22:48 AM,6,Sink 3,1.359,1.009,0.350
7/22 7:29:48 AM,516,Shower 1,1.493,1.108,0.385
7/22 8:01:36 AM,108,Kitchen Sink,0.081,0.060,0.021
7/22 8:07:18 AM,36,Kitchen Sink,1.432,1.063,0.369
7/22 8:09:12 AM,78,Sink 4,2.081,1.545,0.536
7/22 8:11:12 AM,24,Kitchen Sink,2.337,1.735,0.602
7/22 8:13:06 AM,60,Kitchen Sink,0.511,0.379,0.132
7/22 8:13:30 AM,384,Shower 1,1.855,1.377,0.478
7/22 8:15:00 AM,126,Sink 2,1.068,0.793,0.275
7/22 8:17:00 AM,30,Kitchen Sink,2.161,1.604,0.557
7/22 8:18:54 AM,60,Sink 4,0.595,0.442,0.153
7/22 8:20:48 AM,6,Sink 3,0.245,0.182,0.063
7/22 8:22:48 AM,6,Kitchen Sink,1.08,0.802,0.278
7/22 8:24:42 AM,24,Kitchen Sink,1.456,1.081,0.375
7/22 9:19:36 AM,6,Sink 3,0.014,0.010,0.004
7/22 9:45:48 AM,24,CW,3.048,3.048,0.000
7/22 9:46:06 AM,30,Kitchen Sink,0.764,0.567,0.197
7/22 9:48:06 AM,84,Kitchen Sink,0.753,0.559,0.194
7/22 9:50:00 AM,60,Sink 3,1.283,0.952,0.331
7/22 9:50:48 AM,102,CW,2.773,2.773,0.000
7/22 9:51:54 AM,6,Sink 4,1.34,0.995,0.345
7/22 9:53:54 AM,66,Sink 4,1.702,1.263,0.439
7/22 9:55:48 AM,36,Sink 2,0.847,0.629,0.218
7/22 9:55:48 AM,36,CW,2.018,2.018,0.000
7/22 9:57:42 AM,18,Kitchen Sink,1.452,1.078,0.374
7/22 9:59:36 AM,72,Kitchen Sink,1.477,1.096,0.381
7/22 10:01:36 AM,114,Sink 2,1.394,1.035,0.359
7/22 10:03:30 AM,66,Kitchen Sink,1.141,0.847,0.294
7/22 10:07:00 AM,78,Kitchen Sink,1.521,1.129,0.392
7/22 10:07:30 AM,516,Shower 2,2.237,1.661,0.576
7/22 10:12:18 AM,24,Kitchen Sink,2.24,1.663,0.577
7/22 10:14:12 AM,174,Kitchen Sink,0.833,0.618,0.215
7/22 10:16:06 AM,36,Kitchen Sink,0.93,0.690,0.240
7/22 10:18:06 AM,54,Kitchen Sink,1.501,1.114,0.387
7/22 10:20:00 AM,96,Kitchen Sink,0.891,0.661,0.230
7/22 10:20:12 AM,78,DW1,1.675,1.675,0.000
7/22 10:21:54 AM,6,Kitchen Sink,0.959,0.712,0.247
7/22 10:23:54 AM,12,Kitchen Sink,0.082,0.061,0.021
7/22 10:25:48 AM,72,Sink 3,1.496,1.110,0.386
7/22 10:27:42 AM,60,Sink 2,2.117,1.571,0.546
7/22 10:29:42 AM,12,Sink 4,1.093,0.811,0.282
7/22 10:30:00 AM,108,DW1,1.074,1.074,0.000
7/22 10:33:00 AM,48,Sink 4,1.166,0.866,0.300
7/22 10:34:54 AM,12,Sink 4,0.966,0.717,0.249
7/22 10:39:48 AM,72,DW1,1.408,1.408,0.000
7/22 10:49:36 AM,96,DW1,1.268,1.268,0.000
7/22 11:00:06 AM,102,CW,1.413,1.413,0.000
7/22 11:05:06 AM,6,CW,1.194,1.194,0.000
7/22 11:10:06 AM,66,CW,2.085,2.085,0.000
7/22 11:24:36 AM,54,CW,2.056,2.056,0.000
7/22 12:44:18 PM,114,Sink 4,1.035,0.768,0.267
7/22 12:57:36 PM,60,Sink 4,1.229,0.912,0.317
7/22 2:04:54 PM,126,Sink 3,1.9,1.410,0.490
7/22 3:29:54 PM,42,Kitchen Sink,1.179,0.875,0.304
7/22 3:31:48 PM,102,Kitchen Sink,1.238,0.919,0.319
7/22 4:49:30 PM,48,Kitchen Sink,2.152,1.597,0.555
7/22 5:56:42 PM,366,Shower 2,2.69,1.997,0.693
7/22 5:56:42 PM,60,Kitchen Sink,0.529,0.393,0.136
7/22 6:32:12 PM,6,Kitchen Sink,1.106,0.821,0.285
7/22 6:45:00 PM,6,Kitchen Sink,1.288,0.956,0.332
7/22 6:55:24 PM,42,DW1,1.414,1.414,0.000
7/22 6:55:48 PM,108,Sink 3,1.11,0.824,0.286
7/22 6:57:48 PM,150,Kitchen Sink,0.887,0.658,0.229
7/22 7:05:12 PM,72,DW1,1.258,1.258,0.000
7/22 7:14:54 PM,90,DW1,1.201,1.201,0.000
7/22 7:24:42 PM,84,DW1,1.546,1.546,0.000
7/22 7:28:42 PM,36,Kitchen Sink,1.32,0.980,0.340
7/22 7:34:30 PM,66,DW1,1.158,1.158,0.000
7/22 7:36:54 PM,66,Kitchen Sink,1.329,0.987,0.342
7/22 7:38:06 PM,114,Kitchen Sink,1.414,1.050,0.364
7/22 7:38:54 PM,72,Sink 4,1.544,1.146,0.398
7/22 7:44:18 PM,72,DW1,1.366,1.366,0.000
7/22 8:17:06 PM,6,Sink 4,1.05,0.779,0.271
7/22 8:31:24 PM,36,Kitchen Sink,1.458,1.082,0.376
7/22 8:33:18 PM,12,Kitchen Sink,2.18,1.618,0.562
7/22 8:35:12 PM,18,Kitchen Sink,1.212,0.900,0.312
7/22 8:37:12 PM,36,Kitchen Sink,1.417,1.052,0.365
7/22 8:39:06 PM,126,Kitchen Sink,1.194,0.886,0.308
7/22 8:41:00 PM,18,Sink 2,0.942,0.699,0.243
7/22 8:43:00 PM,72,Sink 3,1.632,1.211,0.421
7/22 8:44:54 PM,12,Kitchen Sink,0.802,0.595,0.207
7/22 8:45:24 PM,12,Kitchen Sink,1.568,1.164,0.404
7/22 8:46:48 PM,18,Kitchen Sink,0.191,0.142,0.049
7/22 8:48:48 PM,84,Kitchen Sink,0.825,0.612,0.213
7/22 10:30:18 PM,18,Kitchen Sink,1.075,0.798,0.277
7/22 11:29:00 PM,6,Kitchen Sink,0.181,0.134,0.047
7/23 1:12:54 AM,30,Kitchen Sink,1.483,1.100,0.383
7/23 5:17:48 AM,510,Shower 2,1.601,1.188,0.413
7/23 5:57:24 AM,36,Kitchen Sink,1.032,0.766,0.266
7/23 5:59:24 AM,96,Sink 3,0.65,0.482,0.168
7/23 6:01:18 AM,54,Sink 4,1.417,1.051,0.366
7/23 6:54:24 AM,72,CW,2.363,2.363,0.000
7/23 8:08:36 AM,72,CW,2.141,2.141,0.000
7/23 9:22:54 AM,30,CW,1.664,1.664,0.000
7/23 9:45:12 AM,102,Kitchen Sink,0.96,0.712,0.248
7/23 10:28:36 AM,30,Sink 3,0.113,0.084,0.029
7/23 10:30:36 AM,6,Sink 4,0.033,0.024,0.009
7/23 10:32:30 AM,42,Kitchen Sink,1.403,1.041,0.362
7/23 11:43:18 AM,102,Kitchen Sink,0.231,0.171,0.060
7/23 12:11:42 PM,12,Sink 3,0.106,0.079,0.027
7/23 12:37:54 PM,12,Kitchen Sink,1.666,1.236,0.430
7/23 12:39:48 PM,36,Kitchen Sink,0.342,0.254,0.088
7/23 1:30:24 PM,6,Kitchen Sink,1.985,1.473,0.512
7/23 3:37:36 PM,42,Sink 4,2.389,1.773,0.616
7/23 6:24:24 PM,54,Kitchen Sink,0.495,0.367,0.128
7/23 6:44:00 PM,12,Kitchen Sink,0.989,0.734,0.255
7/23 6:49:06 PM,60,Kitchen Sink,2.113,1.568,0.545
7/23 6:54:54 PM,84,Kitchen Sink,1.782,1.322,0.460
7/23 7:22:00 PM,6,Kitchen Sink,2.146,1.592,0.554
7/23 7:22:48 PM,6,Sink 2,0.485,0.360,0.125
7/23 7:24:00 PM,6,Kitchen Sink,0.151,0.112,0.039
7/23 7:24:48 PM,6,Kitchen Sink,0.175,0.130,0.045
7/23 8:18:48 PM,6,Sink 4,0.528,0.392,0.136
7/23 11:14:00 PM,6,Kitchen Sink,0.432,0.321,0.111
7/24 12:52:12 AM,48,Kitchen Sink,0.884,0.656,0.228
7/24 12:54:06 AM,42,Kitchen Sink,0.97,0.720,0.250
7/24 12:56:00 AM,60,Kitchen Sink,2.093,1.553,0.540
7/24 8:29:24 AM,12,Kitchen Sink,1.283,0.952,0.331
7/24 8:31:18 AM,6,Sink 3,0.056,0.042,0.014
7/24 8:42:18 AM,6,CW,1.771,1.771,0.000
7/24 8:50:12 AM,108,Kitchen Sink,0.647,0.480,0.167
7/24 9:43:18 AM,6,Sink 4,0.406,0.301,0.105
7/24 11:00:06 AM,6,Kitchen Sink,0.062,0.046,0.016
7/24 11:19:18 AM,36,Kitchen Sink,1.53,1.135,0.395
7/24 12:30:30 PM,6,Kitchen Sink,0.174,0.129,0.045
7/24 12:32:30 PM,6,Sink 2,0.069,0.051,0.018
7/24 12:41:06 PM,66,Sink 4,2.182,1.619,0.563
7/24 12:50:48 PM,6,Kitchen Sink,1.565,1.161,0.404
7/24 12:52:42 PM,24,Kitchen Sink,0.79,0.586,0.204
7/24 1:55:06 PM,72,DW1,1.586,1.586,0.000
7/24 2:04:54 PM,108,DW1,1.721,1.721,0.000
7/24 2:14:42 PM,90,DW1,1.283,1.283,0.000
7/24 2:22:00 PM,66,CW,2.743,2.743,0.000
7/24 2:24:30 PM,84,DW1,1.266,1.266,0.000
7/24 2:34:18 PM,186,DW1,1.276,1.276,0.000
7/24 2:37:36 PM,6,Sink 4,1.022,0.758,0.264
7/24 2:54:48 PM,6,Sink 3,1.524,1.130,0.394
7/24 3:20:12 PM,12,Kitchen Sink,0.74,0.549,0.191
7/24 3:32:00 PM,18,Kitchen Sink,1.482,1.099,0.383
7/24 3:34:00 PM,6,Sink 2,0.042,0.031,0.011
7/24 3:35:54 PM,30,Sink 2,0.948,0.703,0.245
7/24 3:37:48 PM,18,Kitchen Sink,1.613,1.196,0.417
7/24 3:39:48 PM,24,Kitchen Sink,1.139,0.845,0.294
7/24 3:41:42 PM,84,Kitchen Sink,1.624,1.205,0.419
7/24 3:43:36 PM,78,Kitchen Sink,2.134,1.583,0.551
7/24 4:02:18 PM,6,Kitchen Sink,1.968,1.460,0.508
7/24 4:52:30 PM,90,Sink 4,0.506,0.375,0.131
7/24 5:39:12 PM,126,Kitchen Sink,2.259,1.676,0.583
7/24 6:22:30 PM,48,Kitchen Sink,1.402,1.040,0.362
7/24 6:36:12 PM,12,Sink 2,1.498,1.111,0.387
7/24 6:38:12 PM,6,Kitchen Sink,2.814,2.087,0.727
7/24 6:48:54 PM,66,CW,2.493,2.493,0.000
7/24 6:57:48 PM,36,Kitchen Sink,2.071,1.536,0.535
7/24 6:59:42 PM,24,Kitchen Sink,0.917,0.680,0.237
7/24 7:05:06 PM,42,Kitchen Sink,0.822,0.610,0.212
7/24 7:24:42 PM,60,Kitchen Sink,1.394,1.034,0.360
7/24 8:15:06 PM,18,Sink 4,0.96,0.712,0.248
7/24 8:22:42 PM,18,Kitchen Sink,0.91,0.675,0.235
7/24 8:24:42 PM,66,Kitchen Sink,1.355,1.005,0.350
7/24 10:13:36 PM,36,Kitchen Sink,0.827,0.613,0.214
7/24 11:44:12 PM,24,Kitchen Sink,0.822,0.610,0.212
7/25 2:42:54 AM,114,Kitchen Sink,1.033,0.766,0.267
7/25 6:20:42 AM,18,Kitchen Sink,0.886,0.657,0.229
7/25 8:32:12 AM,36,Sink 2,0.35,0.260,0.090
7/25 8:34:06 AM,66,Kitchen Sink,1.594,1.182,0.412
7/25 8:36:06 AM,18,Kitchen Sink,0.252,0.187,0.065
7/25 8:38:00 AM,60,Kitchen Sink,0.97,0.719,0.251
7/25 8:39:54 AM,6,Sink 4,0.567,0.420,0.147
7/25 9:37:48 AM,420,Shower 1,2.042,1.514,0.528
7/25 9:45:54 AM,90,Sink 2,0.523,0.388,0.135
7/25 10:07:54 AM,24,Kitchen Sink,2.068,1.533,0.535
7/25 10:09:54 AM,24,Sink 3,0.318,0.236,0.082
7/25 10:11:48 AM,144,Sink 4,0.501,0.372,0.129
7/25 10:13:42 AM,6,Kitchen Sink,2.321,1.721,0.600
7/25 10:50:42 AM,12,Sink 4,2.097,1.555,0.542
7/25 10:52:54 AM,60,Kitchen Sink,1.308,0.970,0.338
7/25 11:12:24 AM,60,Kitchen Sink,0.518,0.384,0.134
7/25 11:14:18 AM,30,Kitchen Sink,0.277,0.205,0.072
7/25 12:18:36 PM,30,Kitchen Sink,1.435,1.064,0.371
7/25 12:20:36 PM,12,Sink 4,1.606,1.191,0.415
7/25 12:49:00 PM,24,Kitchen Sink,0.786,0.583,0.203
7/25 12:51:00 PM,30,Kitchen Sink,1.389,1.030,0.359
7/25 1:25:42 PM,246,Shower 1,2.017,1.496,0.521
7/25 1:51:42 PM,36,Sink 3,2.265,1.680,0.585
7/25 2:22:54 PM,78,Kitchen Sink,1.226,0.909,0.317
7/25 2:27:00 PM,60,Kitchen Sink,1.181,0.876,0.305
7/25 3:04:18 PM,102,Kitchen Sink,2.014,1.493,0.521
7/25 4:59:24 PM,24,Kitchen Sink,1.38,1.023,0.357
7/25 5:10:06 PM,12,Kitchen Sink,1.281,0.950,0.331
7/25 5:16:54 PM,78,Kitchen Sink,1.406,1.043,0.363
7/25 5:18:48 PM,6,Sink 2,2.481,1.840,0.641
7/25 5:46:12 PM,18,Sink 2,1.516,1.124,0.392
7/25 6:07:00 PM,6,Kitchen Sink,0.215,0.159,0.056
7/25 6:30:48 PM,6,Sink 4,0.889,0.659,0.230
7/25 6:41:24 PM,42,Kitchen Sink,0.941,0.698,0.243
7/25 6:42:18 PM,6,Sink 4,1.973,1.463,0.510
7/25 6:43:24 PM,48,Kitchen Sink,1.26,0.934,0.326
7/25 6:44:12 PM,42,Kitchen Sink,0.405,0.300,0.105
7/25 6:46:12 PM,12,Sink 2,1.155,0.856,0.299
7/25 6:48:06 PM,48,Kitchen Sink,0.999,0.741,0.258
7/25 6:50:00 PM,6,Sink 2,0.335,0.248,0.087
7/25 6:51:54 PM,18,Sink 4,1.403,1.040,0.363
7/25 6:58:06 PM,276,Bath 1,5.209,3.863,1.346
7/25 7:16:24 PM,66,Kitchen Sink,1.242,0.921,0.321
7/25 7:18:18 PM,42,Sink 2,0.672,0.498,0.174
7/25 7:23:00 PM,66,Kitchen Sink,2.289,1.697,0.592
7/25 9:15:24 PM,6,Sink 2,0.22,0.163,0.057
7/25 9:16:18 PM,102,CW,2.443,2.443,0.000
7/25 9:17:24 PM,36,Kitchen Sink,0.087,0.065,0.022
7/25 9:21:12 PM,42,CW,1.907,1.907,0.000
7/25 11:06:48 PM,60,Sink 2,1.642,1.218,0.424
7/25 11:08:42 PM,12,Sink 4,0.886,0.657,0.229
7/25 11:10:36 PM,6,Kitchen Sink,0.376,0.279,0.097
7/25 11:10:48 PM,42,Kitchen Sink,0.84,0.623,0.217
7/25 11:12:36 PM,6,Sink 4,2.156,1.599,0.557
7/26 2:54:06 AM,96,Sink 4,0.37,0.274,0.096
7/26 5:49:30 AM,12,Sink 3,1.638,1.214,0.424
7/26 5:51:24 AM,12,Kitchen Sink,1.656,1.228,0.428
7/26 5:53:24 AM,54,Sink 2,1.16,0.860,0.300
7/26 6:09:24 AM,24,Kitchen Sink,0.861,0.638,0.223
7/26 6:11:24 AM,30,Kitchen Sink,1.538,1.140,0.398
7/26 6:26:42 AM,30,Kitchen Sink,1.575,1.168,0.407
7/26 6:28:36 AM,6,Kitchen Sink,0.365,0.271,0.094
7/26 6:34:00 AM,114,Kitchen Sink,1.142,0.847,0.295
7/26 6:35:54 AM,36,Kitchen Sink,1.652,1.225,0.427
7/26 6:44:12 AM,324,Shower 1,2.451,1.817,0.634
7/26 8:02:00 AM,18,Kitchen Sink,1.514,1.122,0.392
7/26 8:13:54 AM,108,Shower 2,2.792,2.070,0.722
7/26 8:19:36 AM,480,Shower 1,2.903,2.152,0.751
7/26 11:11:36 AM,78,Kitchen Sink,1.728,1.281,0.447
7/26 11:19:36 AM,102,Kitchen Sink,0.81,0.600,0.210
7/26 11:21:30 AM,36,Sink 3,1.163,0.862,0.301
7/26 2:05:12 PM,18,Kitchen Sink,1.32,0.978,0.342
7/26 2:52:00 PM,36,Kitchen Sink,1.294,0.959,0.335
7/26 3:02:36 PM,12,Kitchen Sink,1.875,1.390,0.485
7/26 4:31:12 PM,42,Sink 4,1.486,1.102,0.384
7/26 6:20:54 PM,36,Kitchen Sink,1.679,1.245,0.434
7/26 7:08:48 PM,336,Bath 1,3.696,2.740,0.956
7/26 7:13:00 PM,36,Kitchen Sink,1.032,0.765,0.267
7/26 7:23:06 PM,12,Kitchen Sink,2.073,1.537,0.536
7/26 7:25:00 PM,24,Kitchen Sink,0.752,0.557,0.195
7/26 7:25:36 PM,6,Kitchen Sink,0.012,0.009,0.003
7/26 7:27:30 PM,36,Kitchen Sink,0.863,0.640,0.223
7/26 7:31:54 PM,60,Kitchen Sink,0.892,0.661,0.231
7/26 8:17:36 PM,66,CW,2.214,2.214,0.000
7/26 8:19:48 PM,12,Kitchen Sink,2.232,1.655,0.577
7/26 8:22:36 PM,78,CW,1.739,1.739,0.000
7/26 8:27:36 PM,90,CW,2.959,2.959,0.000
7/26 8:29:48 PM,660,Shower 2,2.943,2.182,0.761
7/26 8:44:18 PM,30,Sink 3,0.875,0.649,0.226
7/26 8:54:12 PM,84,Kitchen Sink,0.923,0.684,0.239
7/26 9:31:54 PM,66,CW,2.615,2.615,0.000
7/26 9:33:24 PM,24,Sink 3,1.317,0.976,0.341
7/26 9:35:18 PM,42,Kitchen Sink,0.961,0.712,0.249
7/26 9:36:54 PM,48,CW,1.908,1.908,0.000
7/26 9:37:18 PM,30,Sink 2,1.516,1.124,0.392
7/26 9:39:12 PM,48,Sink 2,0.747,0.554,0.193
7/26 9:41:48 PM,12,CW,2.244,2.244,0.000
7/26 10:27:42 PM,12,Kitchen Sink,0.649,0.481,0.168
7/26 10:29:36 PM,102,Sink 2,0.193,0.143,0.050
7/26 10:37:06 PM,6,Sink 4,0.677,0.502,0.175
7/26 10:39:00 PM,6,Sink 3,1.335,0.990,0.345
7/26 10:49:24 PM,36,Sink 4,1.817,1.347,0.470
7/26 10:50:54 PM,6,Kitchen Sink,0.147,0.109,0.038
7/26 10:51:24 PM,36,Sink 4,1.634,1.211,0.423
7/26 11:13:48 PM,108,Kitchen Sink,1.625,1.205,0.420
7/26 11:15:42 PM,12,Sink 4,1.021,0.757,0.264
7/27 4:39:36 AM,84,Kitchen Sink,1.147,0.850,0.297
7/27 4:40:42 AM,6,Kitchen Sink,0.125,0.093,0.032
7/27 4:41:30 AM,12,Kitchen Sink,1.007,0.746,0.261
7/27 4:43:24 AM,54,Kitchen Sink,0.051,0.038,0.013
