Time,Duration,Fixture,Combined,Hot,Cold
7/23 1:49:06 PM,18,Sink 3,0.18,0.134,0.046
7/23 1:51:06 PM,30,Kitchen Sink,0.634,0.470,0.164
7/23 3:55:36 PM,30,Sink 3,1.216,0.902,0.314
7/23 5:02:18 PM,6,Kitchen Sink,0.762,0.565,0.197
7/23 5:27:54 PM,36,Kitchen Sink,1.611,1.195,0.416
7/23 7:02:48 PM,36,Sink 3,1.227,0.910,0.317
7/23 7:16:12 PM,72,Sink 3,1.001,0.743,0.258
7/23 7:19:48 PM,24,Kitchen Sink,0.5,0.371,0.129
7/23 7:21:48 PM,12,Kitchen Sink,2.772,2.057,0.715
7/23 7:23:42 PM,84,Kitchen Sink,0.407,0.302,0.105
7/23 7:24:36 PM,84,Sink 3,2.213,1.642,0.571
7/23 7:25:48 PM,48,Kitchen Sink,1.118,0.830,0.288
7/23 7:26:36 PM,120,Sink 3,1.208,0.896,0.312
7/23 8:32:48 PM,120,Kitchen Sink,1.014,0.752,0.262
7/23 8:34:42 PM,30,Sink 4,0.973,0.722,0.251
7/23 8:36:36 PM,6,Kitchen Sink,0.105,0.078,0.027
7/23 8:38:36 PM,6,Sink 2,0.757,0.562,0.195
7/23 8:51:36 PM,90,Kitchen Sink,0.693,0.514,0.179
7/23 10:24:36 PM,12,Kitchen Sink,1.52,1.128,0.392
7/23 10:55:48 PM,48,Sink 3,1.148,0.852,0.296
7/24 6:34:48 AM,582,Shower 2,2.969,2.202,0.767
7/24 6:57:36 AM,78,Kitchen Sink,0.538,0.399,0.139
7/24 7:01:36 AM,144,Kitchen Sink,1.879,1.394,0.485
7/24 7:03:12 AM,96,Kitchen Sink,1.042,0.773,0.269
7/24 7:20:54 AM,18,Kitchen Sink,1.281,0.950,0.331
7/24 7:22:48 AM,6,Kitchen Sink,0.723,0.536,0.187
7/24 7:24:42 AM,6,Kitchen Sink,0.058,0.043,0.015
7/24 7:27:00 AM,96,Kitchen Sink,0.47,0.349,0.121
7/24 7:28:54 AM,66,Kitchen Sink,1.016,0.754,0.262
7/24 7:39:36 AM,372,Shower 2,2.886,2.141,0.745
7/24 8:36:30 AM,6,Sink 4,0.783,0.581,0.202
7/24 8:38:24 AM,6,Sink 2,0.878,0.651,0.227
7/24 8:40:18 AM,108,Kitchen Sink,0.6,0.445,0.155
7/24 11:16:12 AM,72,DW1,1.167,1.167,0.000
7/24 11:26:00 AM,72,DW1,0.929,0.929,0.000
7/24 11:35:48 AM,66,DW1,1.44,1.440,0.000
7/24 11:45:36 AM,66,DW1,1.321,1.321,0.000
7/24 11:55:24 AM,84,DW1,1.588,1.588,0.000
7/24 12:05:06 PM,90,DW1,1.442,1.442,0.000
7/24 12:06:42 PM,42,Kitchen Sink,1.29,0.957,0.333
7/24 2:39:12 PM,78,Kitchen Sink,2.272,1.685,0.587
7/24 3:28:36 PM,12,Sink 3,2.235,1.658,0.577
7/24 3:31:18 PM,48,Sink 3,1.953,1.449,0.504
7/24 3:33:12 PM,132,Kitchen Sink,1.58,1.172,0.408
7/24 3:43:24 PM,12,Kitchen Sink,0.226,0.168,0.058
7/24 3:45:18 PM,78,Kitchen Sink,0.939,0.697,0.242
7/24 3:54:36 PM,78,Sink 3,1.573,1.167,0.406
7/24 4:15:54 PM,102,Sink 3,1.605,1.191,0.414
7/24 5:30:00 PM,12,Kitchen Sink,1.448,1.074,0.374
7/24 5:55:12 PM,54,Kitchen Sink,1.95,1.446,0.504
7/24 6:47:24 PM,48,Kitchen Sink,1.092,0.810,0.282
7/24 6:53:36 PM,78,Kitchen Sink,1.842,1.366,0.476
7/24 6:55:30 PM,30,Kitchen Sink,1.658,1.230,0.428
7/24 7:13:30 PM,72,Kitchen Sink,1.815,1.346,0.469
7/24 7:15:30 PM,66,Kitchen Sink,0.402,0.298,0.104
7/24 7:17:24 PM,18,Kitchen Sink,0.999,0.741,0.258
7/24 7:19:18 PM,24,Kitchen Sink,2.152,1.596,0.556
7/24 7:21:12 PM,24,Kitchen Sink,0.713,0.529,0.184
7/24 7:23:12 PM,84,Kitchen Sink,1.821,1.351,0.470
7/24 7:42:42 PM,12,Kitchen Sink,0.286,0.212,0.074
7/24 7:48:18 PM,6,Kitchen Sink,1.565,1.161,0.404
7/24 7:50:12 PM,114,Sink 3,1.169,0.867,0.302
7/24 7:52:12 PM,48,Kitchen Sink,0.617,0.458,0.159
7/24 7:54:06 PM,48,Sink 4,1.206,0.895,0.311
7/24 7:56:00 PM,6,Kitchen Sink,2.09,1.550,0.540
7/24 7:58:00 PM,42,Kitchen Sink,1.56,1.157,0.403
7/25 12:49:00 AM,108,Kitchen Sink,1.342,0.995,0.347
7/25 1:15:36 AM,48,Kitchen Sink,0.604,0.448,0.156
7/25 1:17:36 AM,30,Kitchen Sink,0.485,0.360,0.125
7/25 1:19:30 AM,6,Kitchen Sink,0.102,0.076,0.026
7/25 1:21:24 AM,96,Sink 2,1.514,1.123,0.391
7/25 6:36:42 AM,42,Sink 2,1.36,1.008,0.352
7/25 9:32:12 AM,42,Kitchen Sink,0.788,0.584,0.204
7/25 9:34:12 AM,72,Sink 3,1.368,1.014,0.354
7/25 9:36:06 AM,12,Kitchen Sink,1.152,0.854,0.298
7/25 9:38:00 AM,108,Kitchen Sink,1.502,1.114,0.388
7/25 9:39:54 AM,72,Kitchen Sink,1.437,1.066,0.371
7/25 9:52:54 AM,66,Sink 2,1.919,1.423,0.496
7/25 9:54:54 AM,96,Kitchen Sink,1.555,1.153,0.402
7/25 9:56:48 AM,42,Kitchen Sink,1.687,1.251,0.436
7/25 9:58:42 AM,6,Kitchen Sink,0.161,0.119,0.042
7/25 10:00:42 AM,6,Kitchen Sink,0.3,0.222,0.078
7/25 10:02:36 AM,168,Kitchen Sink,0.543,0.403,0.140
7/25 10:04:30 AM,30,Kitchen Sink,0.448,0.332,0.116
7/25 10:06:30 AM,12,Kitchen Sink,2.048,1.519,0.529
7/25 10:08:24 AM,84,Kitchen Sink,0.731,0.542,0.189
7/25 12:57:06 PM,18,Kitchen Sink,0.75,0.556,0.194
7/25 2:10:30 PM,24,Kitchen Sink,0.302,0.224,0.078
7/25 2:12:30 PM,6,Kitchen Sink,0.904,0.670,0.234
7/25 2:22:48 PM,24,Kitchen Sink,1.01,0.749,0.261
7/25 5:05:54 PM,66,CW,2.028,2.028,0.000
7/25 5:13:48 PM,18,Kitchen Sink,2.566,1.903,0.663
7/25 5:23:36 PM,36,Kitchen Sink,1.675,1.242,0.433
7/25 5:39:00 PM,24,Kitchen Sink,0.982,0.728,0.254
7/25 5:44:12 PM,36,Kitchen Sink,0.737,0.547,0.190
7/25 5:57:36 PM,84,Kitchen Sink,1.16,0.860,0.300
7/25 6:20:06 PM,84,CW,2.75,2.750,0.000
7/25 6:50:12 PM,624,Bath 1,4.115,3.051,1.064
7/25 6:57:30 PM,30,Kitchen Sink,1.43,1.060,0.370
7/25 7:05:18 PM,78,Kitchen Sink,0.743,0.551,0.192
7/25 7:30:36 PM,6,Kitchen Sink,1.127,0.836,0.291
7/25 7:34:24 PM,72,CW,2.798,2.798,0.000
7/25 7:38:00 PM,66,Kitchen Sink,1.469,1.089,0.380
7/25 7:47:42 PM,90,DW1,1.42,1.420,0.000
7/25 7:57:30 PM,90,DW1,1.394,1.394,0.000
7/25 8:07:12 PM,42,DW1,1.564,1.564,0.000
7/25 8:17:00 PM,72,DW1,1.222,1.222,0.000
7/25 8:26:48 PM,78,DW1,1.378,1.378,0.000
7/25 8:36:36 PM,72,DW1,1.187,1.187,0.000
7/25 9:13:00 PM,30,Sink 2,1.723,1.278,0.445
7/25 10:35:18 PM,18,Kitchen Sink,0.741,0.549,0.192
7/26 4:32:54 AM,24,Kitchen Sink,1.807,1.339,0.468
7/26 5:55:54 AM,528,Shower 1,2.639,1.956,0.683
7/26 6:26:24 AM,324,Shower 1,1.299,0.963,0.336
7/26 7:04:54 AM,6,Kitchen Sink,0.074,0.055,0.019
7/26 7:06:54 AM,30,Kitchen Sink,1.139,0.844,0.295
7/26 8:10:12 AM,6,Kitchen Sink,0.311,0.231,0.080
7/26 8:12:06 AM,54,Kitchen Sink,0.31,0.230,0.080
7/26 8:16:06 AM,12,Sink 3,1.102,0.817,0.285
7/26 8:18:00 AM,24,Kitchen Sink,2.204,1.634,0.570
7/26 8:38:06 AM,144,Kitchen Sink,0.963,0.714,0.249
7/26 8:40:06 AM,24,Kitchen Sink,1.79,1.327,0.463
7/26 8:50:30 AM,6,Kitchen Sink,0.22,0.163,0.057
7/26 8:52:24 AM,6,Sink 3,0.21,0.156,0.054
7/26 8:54:18 AM,18,Sink 2,2.224,1.649,0.575
7/26 11:02:36 AM,48,Kitchen Sink,1.424,1.056,0.368
7/26 11:04:36 AM,60,Kitchen Sink,1.165,0.864,0.301
7/26 11:53:42 AM,6,Kitchen Sink,1.366,1.013,0.353
7/26 12:29:18 PM,144,Kitchen Sink,1.519,1.126,0.393
7/26 12:31:12 PM,12,Kitchen Sink,2.3,1.705,0.595
7/26 12:33:06 PM,120,Sink 2,0.609,0.451,0.158
7/26 2:53:36 PM,30,Sink 3,2.223,1.648,0.575
7/26 2:54:06 PM,6,Kitchen Sink,1.649,1.222,0.427
7/26 3:11:06 PM,174,Kitchen Sink,0.949,0.703,0.246
7/26 3:13:00 PM,18,Sink 4,1.514,1.122,0.392
7/26 3:15:00 PM,60,Sink 3,1.969,1.460,0.509
7/26 3:34:42 PM,24,Kitchen Sink,2.219,1.645,0.574
7/26 6:27:54 PM,12,Kitchen Sink,0.424,0.314,0.110
7/26 6:59:54 PM,42,Sink 2,0.441,0.327,0.114
7/26 7:08:48 PM,72,DW1,1.515,1.515,0.000
7/26 7:18:30 PM,102,DW1,1.387,1.387,0.000
7/26 7:28:18 PM,114,DW1,1.358,1.358,0.000
7/26 7:38:06 PM,84,DW1,1.358,1.358,0.000
7/26 8:40:36 PM,12,Kitchen Sink,1.133,0.840,0.293
7/26 9:08:36 PM,18,Kitchen Sink,0.438,0.325,0.113
7/26 9:10:30 PM,12,Kitchen Sink,1.001,0.742,0.259
7/26 9:52:18 PM,18,Sink 4,2.107,1.562,0.545
7/27 12:59:06 AM,30,Kitchen Sink,0.241,0.179,0.062
7/27 1:01:00 AM,6,Kitchen Sink,0.563,0.417,0.146
7/27 1:44:24 AM,18,Kitchen Sink,1.249,0.926,0.323
7/27 1:46:18 AM,18,Kitchen Sink,1.097,0.813,0.284
7/27 1:48:12 AM,6,Kitchen Sink,0.975,0.723,0.252
7/27 2:00:54 AM,30,Kitchen Sink,0.051,0.038,0.013
7/27 4:24:42 AM,264,Shower 1,2.417,1.791,0.626
7/27 4:40:06 AM,108,Kitchen Sink,0.537,0.398,0.139
7/27 4:55:18 AM,690,Shower 1,2.361,1.750,0.611
7/27 5:59:24 AM,48,Kitchen Sink,1.643,1.218,0.425
7/27 6:01:18 AM,72,Kitchen Sink,1.314,0.974,0.340
7/27 7:47:12 AM,654,Shower 2,2.842,2.106,0.736
7/27 8:28:54 AM,6,Sink 3,0.084,0.062,0.022
7/27 8:43:48 AM,66,Kitchen Sink,1.102,0.817,0.285
7/27 9:18:06 AM,42,Sink 3,1.374,1.018,0.356
7/27 9:52:48 AM,6,Kitchen Sink,0.744,0.551,0.193
7/27 11:49:00 AM,18,Kitchen Sink,1.438,1.066,0.372
7/27 12:47:18 PM,6,Sink 2,1.339,0.992,0.347
7/27 1:19:18 PM,54,Sink 3,1.613,1.195,0.418
7/27 1:21:18 PM,48,Kitchen Sink,1.475,1.093,0.382
7/27 1:23:12 PM,30,Kitchen Sink,0.893,0.662,0.231
7/27 1:25:06 PM,6,Kitchen Sink,0.452,0.335,0.117
7/27 1:48:12 PM,42,Kitchen Sink,0.621,0.460,0.161
7/27 3:03:00 PM,18,Kitchen Sink,0.52,0.385,0.135
7/27 3:50:00 PM,6,Kitchen Sink,0.088,0.065,0.023
7/27 4:06:36 PM,42,Sink 3,0.324,0.240,0.084
7/27 4:57:36 PM,54,CW,2.593,2.593,0.000
7/27 5:40:12 PM,12,Sink 4,1.443,1.069,0.374
7/27 6:30:48 PM,354,Shower 1,2.213,1.640,0.573
7/27 6:51:36 PM,12,Kitchen Sink,2.525,1.871,0.654
7/27 8:21:48 PM,6,Kitchen Sink,0.963,0.714,0.249
7/27 8:31:06 PM,114,DW1,1.366,1.366,0.000
7/27 8:40:48 PM,90,DW1,1.384,1.384,0.000
7/27 8:50:36 PM,102,DW1,1.422,1.422,0.000
7/27 9:00:24 PM,96,DW1,1.25,1.250,0.000
7/27 9:10:12 PM,60,DW1,1.341,1.341,0.000
7/27 9:20:00 PM,78,DW1,1.254,1.254,0.000
7/27 9:20:24 PM,90,Sink 2,1.376,1.020,0.356
7/27 9:53:24 PM,48,Sink 2,1.215,0.900,0.315
7/27 9:55:24 PM,12,Kitchen Sink,1.984,1.470,0.514
7/27 10:35:48 PM,6,Sink 3,0.335,0.248,0.087
7/27 10:37:42 PM,78,Sink 3,0.835,0.619,0.216
7/28 3:20:36 AM,456,Shower 1,1.734,1.285,0.449
7/28 7:21:24 AM,18,Sink 4,0.19,0.141,0.049
7/28 8:43:24 AM,66,CW,0.513,0.513,0.000
7/28 8:45:42 AM,228,Bath 1,5.47,4.052,1.418
7/28 10:05:00 AM,108,Kitchen Sink,1.042,0.772,0.270
7/28 10:10:18 AM,84,Kitchen Sink,0.77,0.570,0.200
7/28 10:31:12 AM,6,Kitchen Sink,0.139,0.103,0.036
7/28 10:33:06 AM,156,Sink 2,1.497,1.109,0.388
7/28 10:33:24 AM,684,Shower 2,3.305,2.448,0.857
7/28 10:48:12 AM,42,Kitchen Sink,0.862,0.639,0.223
7/28 10:50:06 AM,30,Kitchen Sink,1.795,1.330,0.465
7/28 10:52:06 AM,6,Kitchen Sink,0.299,0.222,0.077
7/28 11:00:42 AM,66,Sink 4,0.915,0.678,0.237
7/28 11:02:36 AM,6,Sink 3,1.389,1.029,0.360
7/28 11:04:36 AM,18,Kitchen Sink,1.372,1.016,0.356
7/28 11:24:24 AM,60,CW,2.272,2.272,0.000
7/28 12:38:42 PM,84,CW,2.34,2.340,0.000
7/28 1:27:12 PM,36,Kitchen Sink,0.899,0.666,0.233
7/28 5:55:24 PM,6,Sink 2,0.038,0.028,0.010
7/28 6:06:18 PM,12,Kitchen Sink,1.187,0.879,0.308
7/28 6:08:18 PM,48,Kitchen Sink,0.053,0.039,0.014
7/28 6:08:18 PM,30,Kitchen Sink,0.996,0.738,0.258
7/28 6:10:06 PM,18,Kitchen Sink,2.089,1.548,0.541
7/28 6:11:36 PM,132,Sink 4,1.316,0.975,0.341
7/28 6:54:12 PM,18,Kitchen Sink,1.069,0.792,0.277
7/28 6:56:12 PM,6,Kitchen Sink,0.69,0.511,0.179
7/28 6:58:06 PM,30,Kitchen Sink,2.116,1.568,0.548
7/28 7:00:00 PM,36,Kitchen Sink,1.279,0.948,0.331
7/28 7:02:00 PM,24,Kitchen Sink,1.154,0.855,0.299
7/28 7:07:18 PM,12,Sink 3,1.398,1.036,0.362
7/28 7:27:54 PM,18,Kitchen Sink,1.524,1.129,0.395
7/28 8:06:12 PM,18,Kitchen Sink,0.499,0.370,0.129
7/28 8:15:12 PM,36,Sink 2,1.712,1.268,0.444
7/28 8:26:54 PM,144,Kitchen Sink,1.331,0.986,0.345
7/28 10:23:48 PM,78,Kitchen Sink,0.751,0.556,0.195
7/28 11:21:36 PM,72,Kitchen Sink,2.01,1.489,0.521
7/28 11:23:30 PM,18,Sink 2,1.607,1.191,0.416
7/29 7:59:36 AM,24,Sink 3,0.553,0.410,0.143
7/29 8:01:30 AM,6,Kitchen Sink,0.295,0.218,0.077
7/29 8:03:24 AM,66,Kitchen Sink,1.115,0.826,0.289
7/29 8:38:12 AM,78,Kitchen Sink,1.365,1.011,0.354
7/29 8:52:00 AM,270,Shower 1,3.198,2.369,0.829
7/29 10:18:06 AM,60,CW,3.034,3.034,0.000
7/29 10:24:06 AM,66,Sink 2,1.106,0.819,0.287
7/29 10:50:18 AM,24,Sink 2,0.704,0.521,0.183
7/29 11:37:48 AM,6,Sink 2,1.543,1.143,0.400
7/29 1:50:42 PM,222,Kitchen Sink,1.546,1.145,0.401
7/29 2:31:00 PM,42,Kitchen Sink,2.117,1.568,0.549
7/29 2:40:12 PM,6,Kitchen Sink,1.459,1.081,0.378
7/29 2:42:06 PM,36,Kitchen Sink,0.25,0.185,0.065
7/29 2:44:00 PM,18,Kitchen Sink,0.432,0.320,0.112
7/29 2:46:00 PM,18,Kitchen Sink,0.311,0.230,0.081
7/29 2:52:36 PM,198,Sink 4,0.832,0.616,0.216
7/29 5:26:00 PM,24,Sink 2,1.224,0.907,0.317
7/29 5:33:54 PM,72,DW1,0.622,0.622,0.000
7/29 5:43:42 PM,60,DW1,1.439,1.439,0.000
7/29 5:49:00 PM,12,CW,2.658,2.658,0.000
7/29 5:53:24 PM,90,DW1,1.468,1.468,0.000
7/29 5:54:00 PM,54,CW,3.455,3.455,0.000
7/29 6:03:12 PM,60,DW1,0.831,0.831,0.000
7/29 6:13:00 PM,60,DW1,1.25,1.250,0.000
7/29 6:50:54 PM,18,Kitchen Sink,1.7,1.259,0.441
7/29 6:52:42 PM,6,Kitchen Sink,0.684,0.507,0.177
7/29 7:25:06 PM,18,Sink 2,1.981,1.467,0.514
7/29 7:27:00 PM,30,Kitchen Sink,2.036,1.508,0.528
7/29 7:32:00 PM,6,Kitchen Sink,1.114,0.825,0.289
7/29 7:33:06 PM,6,Kitchen Sink,0.039,0.029,0.010
7/29 7:33:54 PM,6,Kitchen Sink,0.178,0.132,0.046
7/29 8:06:54 PM,12,Kitchen Sink,0.448,0.332,0.116
7/29 8:08:54 PM,48,Kitchen Sink,0.844,0.625,0.219
7/29 8:10:48 PM,6,Kitchen Sink,0.811,0.601,0.210
7/29 8:11:54 PM,12,CW,2.757,2.757,0.000
7/29 8:12:42 PM,12,Kitchen Sink,0.138,0.102,0.036
7/29 8:14:42 PM,54,Kitchen Sink,1.599,1.184,0.415
7/29 10:20:00 PM,60,Kitchen Sink,0.94,0.696,0.244
7/30 6:02:48 AM,6,Kitchen Sink,2.373,1.757,0.616
7/30 6:04:42 AM,84,Kitchen Sink,2.257,1.671,0.586
7/30 6:32:24 AM,36,Sink 4,1.043,0.772,0.271
7/30 6:43:48 AM,228,Shower 1,2.377,1.760,0.617
7/30 7:10:48 AM,18,Sink 4,1.118,0.828,0.290
7/30 7:14:18 AM,498,Shower 1,1.952,1.445,0.507
7/30 7:27:00 AM,6,Kitchen Sink,0.233,0.173,0.060
7/30 7:28:54 AM,6,Kitchen Sink,0.042,0.031,0.011
7/30 7:29:48 AM,84,Sink 2,0.497,0.368,0.129
7/30 7:30:54 AM,42,Kitchen Sink,1.769,1.310,0.459
7/30 7:32:48 AM,30,Kitchen Sink,1.28,0.948,0.332
7/30 7:34:42 AM,6,Kitchen Sink,1.737,1.286,0.451
7/30 7:36:00 AM,6,Kitchen Sink,0.003,0.002,0.001
7/30 7:36:42 AM,66,Kitchen Sink,1.486,1.100,0.386
7/30 7:38:36 AM,6,Kitchen Sink,0.839,0.621,0.218
7/30 7:40:30 AM,72,Sink 3,0.768,0.569,0.199
7/30 7:42:30 AM,6,Kitchen Sink,0.121,0.090,0.031
7/30 7:44:24 AM,174,Sink 2,1.134,0.840,0.294
7/30 7:46:18 AM,6,Kitchen Sink,0.457,0.338,0.119
7/30 7:48:18 AM,18,Sink 3,1.816,1.345,0.471
7/30 7:50:12 AM,60,Kitchen Sink,0.193,0.143,0.050
7/30 7:52:06 AM,6,Kitchen Sink,0.353,0.261,0.092
7/30 8:12:48 AM,288,Shower 2,1.734,1.284,0.450
7/30 8:43:24 AM,426,Shower 1,1.456,1.078,0.378
7/30 8:44:42 AM,6,Sink 4,1.431,1.060,0.371
7/30 9:07:42 AM,72,Kitchen Sink,0.977,0.723,0.254
7/30 9:09:36 AM,6,Sink 3,0.498,0.369,0.129
7/30 9:35:06 AM,6,Sink 3,1.72,1.274,0.446
7/30 9:37:00 AM,36,Kitchen Sink,1.846,1.367,0.479
7/30 10:13:00 AM,714,Shower 1,1.421,1.052,0.369
7/30 10:16:30 AM,6,Kitchen Sink,0.034,0.025,0.009
7/30 10:18:24 AM,6,Kitchen Sink,0.012,0.009,0.003
7/30 10:20:18 AM,60,Kitchen Sink,0.398,0.295,0.103
7/30 10:29:06 AM,42,Kitchen Sink,1.238,0.917,0.321
7/30 10:31:00 AM,12,Sink 3,2.172,1.608,0.564
7/30 11:04:48 AM,84,CW,2.58,2.580,0.000
7/30 11:56:12 AM,156,Kitchen Sink,1.418,1.050,0.368
7/30 11:58:12 AM,18,Kitchen Sink,1.244,0.921,0.323
7/30 12:50:48 PM,120,Kitchen Sink,1.645,1.218,0.427
7/30 12:52:42 PM,24,Kitchen Sink,1.422,1.053,0.369
7/30 12:54:42 PM,84,Kitchen Sink,1.186,0.878,0.308
7/30 12:56:36 PM,36,Sink 4,1.227,0.909,0.318
7/30 1:14:54 PM,30,Kitchen Sink,1.17,0.866,0.304
7/30 1:16:48 PM,36,Sink 4,0.084,0.062,0.022
7/30 1:18:42 PM,6,Sink 2,0.095,0.070,0.025
7/30 2:11:18 PM,18,Kitchen Sink,1.907,1.412,0.495
7/30 2:28:54 PM,84,CW,2.268,2.268,0.000
7/30 2:32:00 PM,66,Kitchen Sink,0.642,0.475,0.167
7/30 2:33:54 PM,72,Kitchen Sink,1.067,0.790,0.277
7/30 2:35:48 PM,24,Kitchen Sink,0.148,0.110,0.038
7/30 2:37:48 PM,6,Kitchen Sink,0.983,0.728,0.255
7/30 2:39:42 PM,6,Kitchen Sink,0.926,0.686,0.240
7/30 2:41:36 PM,6,Kitchen Sink,1.612,1.194,0.418
7/30 3:32:18 PM,450,Shower 1,0.1,0.074,0.026
7/30 6:17:54 PM,78,Kitchen Sink,0.458,0.339,0.119
7/30 6:38:00 PM,18,Sink 2,0.186,0.138,0.048
7/30 6:39:54 PM,12,Kitchen Sink,0.829,0.614,0.215
7/30 6:40:12 PM,18,Kitchen Sink,1.497,1.108,0.389
7/30 7:17:24 PM,60,Sink 3,0.602,0.446,0.156
7/30 7:19:18 PM,54,Kitchen Sink,0.671,0.497,0.174
7/30 7:21:18 PM,12,Kitchen Sink,1.009,0.747,0.262
7/30 7:23:12 PM,12,Sink 2,1.373,1.017,0.356
7/30 7:25:06 PM,6,Kitchen Sink,0.006,0.004,0.002
7/30 7:27:06 PM,66,Sink 2,2.315,1.714,0.601
7/30 7:29:00 PM,6,Kitchen Sink,0.1,0.074,0.026
7/30 7:30:54 PM,6,Sink 2,0.437,0.324,0.113
7/30 7:32:48 PM,24,Kitchen Sink,1.182,0.875,0.307
7/30 7:44:18 PM,24,Kitchen Sink,1.857,1.375,0.482
7/30 9:34:42 PM,72,DW1,1.189,1.189,0.000
7/30 9:44:30 PM,54,DW1,1.442,1.442,0.000
7/30 9:54:18 PM,96,DW1,1.874,1.874,0.000
7/30 10:04:06 PM,126,DW1,1.602,1.602,0.000
7/30 10:59:48 PM,24,Kitchen Sink,1.44,1.066,0.374
7/30 11:30:12 PM,156,Sink 2,0.571,0.423,0.148
7/30 11:32:12 PM,18,Sink 2,1.303,0.965,0.338
7/31 1:15:24 AM,6,Kitchen Sink,0.272,0.201,0.071
7/31 6:52:12 AM,54,Kitchen Sink,1.775,1.314,0.461
7/31 7:17:12 AM,6,Kitchen Sink,1.74,1.288,0.452
7/31 9:19:54 AM,6,Kitchen Sink,0.195,0.144,0.051
7/31 9:21:48 AM,66,Kitchen Sink,1.122,0.831,0.291
7/31 10:34:30 AM,18,Kitchen Sink,1.473,1.090,0.383
7/31 10:36:30 AM,30,Kitchen Sink,1.754,1.298,0.456
7/31 10:38:24 AM,120,Kitchen Sink,0.88,0.651,0.229
7/31 11:39:42 AM,54,Kitchen Sink,0.416,0.308,0.108
7/31 12:18:18 PM,36,Kitchen Sink,1.038,0.768,0.270
7/31 12:20:18 PM,6,Kitchen Sink,0.97,0.718,0.252
7/31 12:22:12 PM,24,Sink 3,0.346,0.256,0.090
7/31 12:24:06 PM,84,Kitchen Sink,1.077,0.797,0.280
7/31 12:38:30 PM,24,Sink 4,0.417,0.309,0.108
7/31 12:58:30 PM,24,Kitchen Sink,0.069,0.051,0.018
7/31 1:00:24 PM,66,Sink 3,1.165,0.862,0.303
7/31 5:30:00 PM,72,Kitchen Sink,0.511,0.378,0.133
7/31 7:51:30 PM,6,Kitchen Sink,0.222,0.164,0.058
7/31 8:24:54 PM,72,Kitchen Sink,0.776,0.574,0.202
7/31 8:26:48 PM,42,Kitchen Sink,1.452,1.075,0.377
7/31 8:28:42 PM,108,Sink 2,0.916,0.678,0.238
7/31 8:30:42 PM,48,Kitchen Sink,0.393,0.291,0.102
7/31 8:32:36 PM,6,Sink 4,0.203,0.150,0.053
7/31 8:34:30 PM,18,Sink 2,1.372,1.016,0.356
7/31 10:10:06 PM,72,CW,1.779,1.779,0.000
7/31 10:15:06 PM,42,Sink 2,0.254,0.188,0.066
7/31 11:20:30 PM,18,Kitchen Sink,1.206,0.893,0.313
7/31 11:22:24 PM,168,Kitchen Sink,0.777,0.575,0.202
7/31 11:24:24 PM,54,CW,0.737,0.737,0.000
8/1 6:34:48 AM,30,Kitchen Sink,0.409,0.303,0.106
8/1 6:36:42 AM,60,Sink 4,1.1,0.814,0.286
8/1 6:38:42 AM,162,Kitchen Sink,0.193,0.143,0.050
8/1 6:40:36 AM,12,Kitchen Sink,1.392,1.030,0.362
8/1 6:42:30 AM,30,Kitchen Sink,1.739,1.287,0.452
8/1 7:25:42 AM,6,Sink 3,1.615,1.195,0.420
8/1 7:48:42 AM,6,Sink 3,0.23,0.170,0.060
8/1 8:05:42 AM,60,Sink 4,0.051,0.038,0.013
8/1 8:07:36 AM,6,Kitchen Sink,0.676,0.500,0.176
8/1 9:43:12 AM,42,Sink 3,0.617,0.457,0.160
8/1 9:57:42 AM,156,Shower 1,2.277,1.685,0.592
8/1 10:28:12 AM,468,Shower 1,2.073,1.534,0.539
8/1 11:16:54 AM,6,Kitchen Sink,1.16,0.859,0.301
8/1 1:57:18 PM,18,Sink 3,0.828,0.613,0.215
8/1 2:36:24 PM,78,Kitchen Sink,1.281,0.948,0.333
8/1 5:24:42 PM,54,Kitchen Sink,1.31,0.970,0.340
8/1 5:26:36 PM,108,Sink 2,1.793,1.327,0.466
8/1 5:28:36 PM,6,Kitchen Sink,0.967,0.716,0.251
8/1 5:59:18 PM,30,Sink 2,1.451,1.074,0.377
8/1 6:45:54 PM,84,Sink 4,1.538,1.138,0.400
8/1 7:40:36 PM,6,Kitchen Sink,0.008,0.006,0.002
8/1 8:55:00 PM,6,Kitchen Sink,0.738,0.546,0.192
8/1 9:43:30 PM,108,DW1,1.33,1.330,0.000
8/1 9:53:18 PM,84,DW1,1.11,1.110,0.000
8/1 10:03:00 PM,54,DW1,1.04,1.040,0.000
8/1 10:12:48 PM,84,DW1,1.278,1.278,0.000
8/1 10:22:36 PM,66,DW1,1.287,1.287,0.000
8/1 10:32:24 PM,102,DW1,1.088,1.088,0.000
8/2 2:46:42 AM,42,Kitchen Sink,0.466,0.345,0.121
8/2 2:48:42 AM,36,Kitchen Sink,0.676,0.500,0.176
8/2 6:35:12 AM,138,Kitchen Sink,1.31,0.969,0.341
8/2 6:37:12 AM,6,Kitchen Sink,2.271,1.680,0.591
8/2 6:39:06 AM,12,Sink 4,1.039,0.769,0.270
8/2 6:41:00 AM,18,Sink 3,1.977,1.463,0.514
8/2 6:43:00 AM,6,Sink 2,0.746,0.552,0.194
8/2 6:44:54 AM,6,Kitchen Sink,0.131,0.097,0.034
8/2 6:46:48 AM,36,Sink 2,1.72,1.273,0.447
