Time,Duration,Fixture,Combined,Hot,Cold
8/6 6:47:48 PM,84,Kitchen Sink,0.411,0.304,0.107
8/6 9:01:48 PM,18,Sink 4,0.709,0.524,0.185
8/6 9:03:42 PM,36,Kitchen Sink,1.221,0.903,0.318
8/6 9:41:18 PM,6,CW,0.658,0.658,0.000
8/6 9:46:12 PM,42,CW,3.050,3.050,0.000
8/6 9:51:12 PM,6,CW,3.600,3.600,0.000
8/6 9:55:42 PM,60,Kitchen Sink,1.460,1.080,0.380
8/6 9:56:12 PM,42,CW,0.790,0.790,0.000
8/6 10:01:12 PM,6,CW,2.927,2.927,0.000
8/6 10:51:18 PM,12,Kitchen Sink,0.499,0.369,0.130
8/7 12:47:24 AM,36,Sink 3,0.867,0.641,0.226
8/7 5:11:42 AM,84,Kitchen Sink,1.046,0.773,0.273
8/7 6:35:30 AM,522,Shower 1,3.798,2.808,0.990
8/7 6:39:30 AM,756,Shower 2,1.918,1.418,0.500
8/7 7:06:00 AM,654,Shower 1,2.285,1.690,0.595
8/7 7:24:06 AM,6,Kitchen Sink,0.494,0.365,0.129
8/7 7:36:36 AM,336,Shower 1,2.154,1.593,0.561
8/7 8:07:06 AM,240,Shower 1,1.340,0.991,0.349
8/7 11:12:48 AM,72,CW,2.560,2.560,0.000
8/7 11:17:42 AM,60,CW,2.520,2.520,0.000
8/7 11:32:42 AM,66,Sink 4,1.725,1.275,0.450
8/7 11:32:48 AM,24,Kitchen Sink,0.261,0.193,0.068
8/7 12:17:12 PM,12,Kitchen Sink,2.166,1.602,0.564
8/7 12:19:06 PM,24,Kitchen Sink,1.076,0.796,0.280
8/7 12:21:06 PM,42,Sink 3,1.376,1.017,0.359
8/7 12:27:54 PM,36,Kitchen Sink,0.270,0.200,0.070
8/7 12:29:54 PM,6,Kitchen Sink,1.037,0.767,0.270
8/7 12:31:48 PM,12,Kitchen Sink,0.671,0.496,0.175
8/7 12:37:54 PM,216,Shower 2,2.617,1.935,0.682
8/7 1:50:18 PM,18,Sink 2,1.324,0.979,0.345
8/7 1:52:18 PM,24,Kitchen Sink,2.327,1.721,0.606
8/7 1:54:12 PM,78,Kitchen Sink,0.048,0.035,0.013
8/7 1:56:06 PM,6,Kitchen Sink,0.383,0.283,0.100
8/7 1:58:06 PM,6,Sink 3,0.255,0.189,0.066
8/7 3:12:18 PM,6,Kitchen Sink,0.660,0.488,0.172
8/7 5:03:30 PM,66,Sink 3,0.686,0.507,0.179
8/7 5:05:24 PM,6,Kitchen Sink,0.749,0.554,0.195
8/7 5:07:24 PM,6,Sink 4,0.733,0.542,0.191
8/7 5:21:54 PM,12,Kitchen Sink,1.014,0.750,0.264
8/7 5:23:48 PM,6,Kitchen Sink,0.101,0.075,0.026
8/7 6:43:12 PM,18,Kitchen Sink,0.531,0.393,0.138
8/7 6:47:30 PM,12,Kitchen Sink,1.160,0.858,0.302
8/7 7:04:18 PM,66,Kitchen Sink,0.188,0.139,0.049
8/7 7:06:18 PM,54,Sink 4,0.712,0.526,0.186
8/7 7:08:12 PM,72,Sink 2,1.154,0.853,0.301
8/7 7:10:06 PM,6,Kitchen Sink,0.325,0.240,0.085
8/7 7:12:06 PM,12,Kitchen Sink,1.161,0.858,0.303
8/7 7:17:12 PM,6,Kitchen Sink,0.176,0.130,0.046
8/7 7:34:48 PM,12,Kitchen Sink,0.645,0.477,0.168
8/7 10:41:54 PM,24,Kitchen Sink,0.999,0.739,0.260
8/7 10:43:54 PM,90,Kitchen Sink,1.480,1.094,0.386
8/7 10:59:54 PM,6,Kitchen Sink,0.986,0.729,0.257
8/8 4:08:12 AM,72,CW,1.948,1.948,0.000
8/8 4:13:06 AM,36,CW,2.844,2.844,0.000
8/8 5:18:18 AM,48,Sink 2,1.160,0.858,0.302
8/8 7:26:00 AM,18,Kitchen Sink,2.192,1.621,0.571
8/8 7:28:00 AM,6,Kitchen Sink,0.602,0.445,0.157
8/8 7:29:54 AM,6,Kitchen Sink,0.024,0.018,0.006
8/8 7:31:48 AM,6,Kitchen Sink,2.432,1.798,0.634
8/8 7:33:48 AM,6,Sink 3,0.589,0.435,0.154
8/8 8:24:42 AM,24,Kitchen Sink,0.531,0.393,0.138
8/8 8:35:12 AM,84,Kitchen Sink,1.530,1.131,0.399
8/8 9:43:24 AM,156,Shower 1,3.201,2.367,0.834
8/8 10:26:42 AM,6,Sink 2,1.887,1.395,0.492
8/8 12:59:48 PM,6,Sink 4,0.019,0.014,0.005
8/8 1:01:42 PM,30,Kitchen Sink,1.323,0.978,0.345
8/8 2:01:18 PM,54,Kitchen Sink,1.901,1.405,0.496
8/8 3:37:30 PM,12,Sink 4,1.586,1.173,0.413
8/8 4:10:24 PM,12,Kitchen Sink,0.981,0.725,0.256
8/8 4:12:18 PM,30,Kitchen Sink,0.595,0.440,0.155
8/8 4:14:12 PM,60,Sink 4,1.172,0.866,0.306
8/8 4:16:12 PM,6,Kitchen Sink,2.032,1.502,0.530
8/8 4:18:06 PM,30,Sink 2,1.012,0.748,0.264
8/8 6:03:24 PM,54,Sink 3,0.708,0.523,0.185
8/8 6:04:12 PM,18,Kitchen Sink,1.567,1.159,0.408
8/8 6:05:18 PM,12,Sink 4,1.201,0.888,0.313
8/8 6:06:06 PM,24,Kitchen Sink,0.279,0.206,0.073
8/8 6:08:00 PM,72,Kitchen Sink,0.702,0.519,0.183
8/8 6:09:54 PM,24,Sink 3,1.194,0.883,0.311
8/8 6:51:12 PM,54,Kitchen Sink,0.345,0.255,0.090
8/8 6:53:06 PM,30,Kitchen Sink,1.063,0.786,0.277
8/8 7:00:30 PM,84,Sink 2,1.755,1.298,0.457
8/8 7:45:54 PM,6,Kitchen Sink,0.257,0.190,0.067
8/8 9:34:24 PM,24,Kitchen Sink,0.064,0.047,0.017
8/8 9:36:18 PM,162,Kitchen Sink,1.882,1.391,0.491
8/8 9:38:18 PM,30,Sink 4,2.065,1.527,0.538
8/8 9:40:12 PM,48,Kitchen Sink,1.178,0.871,0.307
8/8 11:01:42 PM,6,Sink 4,0.379,0.280,0.099
8/9 6:06:42 AM,366,Shower 1,2.403,1.776,0.627
8/9 7:21:36 AM,6,Kitchen Sink,0.058,0.043,0.015
8/9 7:59:48 AM,18,Kitchen Sink,0.625,0.462,0.163
8/9 8:01:42 AM,288,Kitchen Sink,1.498,1.107,0.391
8/9 8:03:36 AM,6,Kitchen Sink,0.001,0.001,0.000
8/9 8:21:42 AM,30,Kitchen Sink,2.180,1.612,0.568
8/9 8:43:00 AM,18,Kitchen Sink,0.703,0.520,0.183
8/9 8:45:00 AM,6,Sink 4,0.898,0.664,0.234
8/9 8:46:54 AM,6,Sink 2,0.353,0.261,0.092
8/9 10:29:36 AM,78,DW1,1.410,1.410,0.000
8/9 10:39:24 AM,90,DW1,1.227,1.227,0.000
8/9 10:49:12 AM,108,DW1,1.009,1.009,0.000
8/9 10:59:00 AM,72,DW1,1.336,1.336,0.000
8/9 12:01:42 PM,36,Sink 4,0.132,0.098,0.034
8/9 12:58:54 PM,12,Sink 3,0.819,0.605,0.214
8/9 1:18:06 PM,12,Sink 2,0.171,0.126,0.045
8/9 2:04:06 PM,66,Sink 2,0.709,0.524,0.185
8/9 2:23:24 PM,132,Kitchen Sink,0.808,0.597,0.211
8/9 4:41:18 PM,6,Kitchen Sink,0.136,0.101,0.035
8/9 5:07:00 PM,24,Kitchen Sink,0.698,0.516,0.182
8/9 5:08:54 PM,12,Kitchen Sink,1.236,0.914,0.322
8/9 5:09:30 PM,18,Kitchen Sink,0.971,0.718,0.253
8/9 5:11:30 PM,6,Sink 4,1.103,0.815,0.288
8/9 6:19:54 PM,96,Kitchen Sink,1.369,1.012,0.357
8/9 6:21:48 PM,24,Kitchen Sink,0.163,0.121,0.042
8/9 6:26:48 PM,18,Kitchen Sink,0.830,0.614,0.216
8/9 6:28:42 PM,30,Kitchen Sink,1.599,1.182,0.417
8/9 7:08:12 PM,12,Kitchen Sink,0.296,0.219,0.077
8/9 8:03:30 PM,36,Sink 4,1.682,1.243,0.439
8/9 8:05:24 PM,48,Kitchen Sink,0.820,0.606,0.214
8/9 9:52:36 PM,6,Kitchen Sink,0.050,0.037,0.013
8/10 12:25:36 AM,36,Kitchen Sink,1.270,0.939,0.331
8/10 12:27:36 AM,12,Kitchen Sink,1.187,0.877,0.310
8/10 12:29:30 AM,24,Kitchen Sink,1.482,1.096,0.386
8/10 6:02:24 AM,6,Sink 2,1.218,0.900,0.318
8/10 6:44:06 AM,18,Kitchen Sink,1.080,0.798,0.282
8/10 7:14:30 AM,6,Kitchen Sink,0.372,0.275,0.097
8/10 7:54:54 AM,36,Sink 3,1.480,1.094,0.386
8/10 9:36:24 AM,6,Kitchen Sink,1.203,0.889,0.314
8/10 9:38:18 AM,18,Kitchen Sink,0.701,0.518,0.183
8/10 9:56:12 AM,714,Shower 1,2.311,1.708,0.603
8/10 10:12:42 AM,48,Kitchen Sink,0.087,0.064,0.023
8/10 10:26:48 AM,342,Shower 1,2.735,2.022,0.713
8/10 10:58:54 AM,162,Kitchen Sink,2.092,1.546,0.546
8/10 2:12:54 PM,12,Kitchen Sink,1.361,1.006,0.355
8/10 2:40:30 PM,48,Kitchen Sink,1.647,1.217,0.430
8/10 2:42:24 PM,6,Sink 3,0.206,0.152,0.054
8/10 3:53:18 PM,18,Kitchen Sink,0.608,0.449,0.159
8/10 3:58:06 PM,24,Kitchen Sink,1.813,1.340,0.473
8/10 4:06:06 PM,18,Sink 4,0.653,0.483,0.170
8/10 4:49:12 PM,18,Sink 2,1.087,0.804,0.283
8/10 4:51:06 PM,156,Kitchen Sink,1.309,0.968,0.341
8/10 4:53:00 PM,12,Kitchen Sink,1.683,1.244,0.439
8/10 4:54:54 PM,6,Sink 2,0.281,0.208,0.073
8/10 5:33:48 PM,30,Kitchen Sink,0.170,0.126,0.044
8/10 5:53:00 PM,12,Sink 3,1.291,0.954,0.337
8/10 6:17:36 PM,150,Kitchen Sink,1.937,1.432,0.505
8/10 6:23:12 PM,60,Sink 3,1.945,1.438,0.507
8/10 6:25:06 PM,6,Kitchen Sink,0.103,0.076,0.027
8/10 6:27:00 PM,42,Kitchen Sink,0.488,0.361,0.127
8/10 8:35:48 PM,42,Kitchen Sink,0.914,0.676,0.238
8/10 8:37:42 PM,6,Kitchen Sink,1.381,1.021,0.360
8/10 8:39:36 PM,54,Kitchen Sink,0.132,0.098,0.034
8/10 10:56:18 PM,6,Kitchen Sink,0.067,0.050,0.017
8/11 5:38:06 AM,6,Kitchen Sink,0.006,0.004,0.002
8/11 5:56:24 AM,6,Kitchen Sink,0.048,0.035,0.013
8/11 6:17:48 AM,60,Sink 4,2.276,1.682,0.594
8/11 6:19:42 AM,30,Kitchen Sink,1.318,0.974,0.344
8/11 8:18:30 AM,288,Shower 1,2.500,1.848,0.652
8/11 9:38:30 AM,78,Kitchen Sink,0.724,0.535,0.189
8/11 9:40:24 AM,6,Kitchen Sink,0.624,0.461,0.163
8/11 1:50:30 PM,36,Kitchen Sink,0.228,0.169,0.059
8/11 2:24:12 PM,24,Kitchen Sink,1.052,0.778,0.274
8/11 2:26:06 PM,6,Kitchen Sink,0.687,0.508,0.179
8/11 2:28:06 PM,36,Kitchen Sink,1.059,0.783,0.276
8/11 2:30:00 PM,48,Kitchen Sink,1.618,1.196,0.422
8/11 2:31:54 PM,6,Kitchen Sink,0.568,0.420,0.148
8/11 2:33:54 PM,24,Kitchen Sink,1.731,1.280,0.451
8/11 2:35:48 PM,6,Sink 4,0.722,0.534,0.188
8/11 3:03:12 PM,42,Kitchen Sink,0.048,0.035,0.013
8/11 4:48:12 PM,24,Kitchen Sink,0.047,0.035,0.012
8/11 7:31:06 PM,30,Sink 3,1.261,0.932,0.329
8/11 8:44:42 PM,18,Kitchen Sink,0.886,0.655,0.231
8/11 9:14:00 PM,12,Kitchen Sink,0.363,0.268,0.095
8/11 9:15:54 PM,54,Kitchen Sink,1.212,0.896,0.316
8/11 9:17:48 PM,54,Sink 2,0.052,0.038,0.014
8/11 9:19:48 PM,48,Kitchen Sink,2.218,1.640,0.578
8/11 9:21:42 PM,6,Kitchen Sink,1.542,1.140,0.402
8/11 9:23:36 PM,12,Kitchen Sink,0.491,0.363,0.128
8/11 9:25:36 PM,6,Kitchen Sink,0.650,0.480,0.170
8/11 9:53:24 PM,6,Kitchen Sink,0.253,0.187,0.066
8/11 9:55:18 PM,42,Sink 3,1.660,1.227,0.433
8/11 9:57:12 PM,36,Sink 2,1.975,1.460,0.515
8/11 9:58:00 PM,282,Bath 1,5.086,3.759,1.327
8/11 10:05:12 PM,12,Kitchen Sink,0.347,0.256,0.091
8/11 10:09:36 PM,6,Kitchen Sink,0.366,0.271,0.095
8/11 10:51:36 PM,54,Kitchen Sink,0.468,0.346,0.122
8/19 5:04:54 AM,18,Kitchen Sink,1.590,1.176,0.414
8/19 6:49:18 AM,12,Kitchen Sink,0.487,0.360,0.127
8/19 7:11:06 AM,90,Kitchen Sink,0.461,0.341,0.120
8/19 7:13:00 AM,72,Sink 4,1.023,0.756,0.267
8/19 7:15:00 AM,42,Sink 3,1.846,1.365,0.481
8/19 7:16:12 AM,6,Kitchen Sink,0.479,0.354,0.125
8/19 7:16:54 AM,30,Kitchen Sink,1.417,1.048,0.369
8/19 7:18:48 AM,18,Kitchen Sink,1.737,1.284,0.453
8/19 7:20:48 AM,6,Kitchen Sink,0.246,0.182,0.064
8/19 7:47:24 AM,18,Kitchen Sink,0.528,0.390,0.138
8/19 7:49:18 AM,156,Kitchen Sink,1.190,0.880,0.310
8/19 8:02:12 AM,6,Kitchen Sink,0.427,0.316,0.111
8/19 8:04:12 AM,96,Sink 4,0.361,0.267,0.094
8/19 8:06:06 AM,174,Sink 3,1.786,1.321,0.465
8/19 8:08:00 AM,30,Sink 2,0.049,0.036,0.013
8/19 8:13:00 AM,72,Kitchen Sink,1.007,0.745,0.262
8/19 8:14:54 AM,108,Kitchen Sink,0.373,0.276,0.097
8/19 8:50:12 AM,12,Kitchen Sink,0.954,0.705,0.249
8/19 9:17:18 AM,6,Sink 3,1.821,1.346,0.475
8/19 9:19:12 AM,6,Sink 2,0.106,0.078,0.028
8/19 9:21:06 AM,72,Kitchen Sink,0.391,0.289,0.102
8/19 9:51:30 AM,60,Sink 4,1.883,1.392,0.491
8/19 11:16:54 AM,6,Kitchen Sink,0.598,0.442,0.156
8/19 12:19:06 PM,12,Kitchen Sink,1.511,1.117,0.394
8/19 2:16:48 PM,6,Kitchen Sink,0.049,0.036,0.013
8/19 5:58:24 PM,66,Kitchen Sink,0.843,0.623,0.220
8/19 6:00:18 PM,54,Sink 3,0.503,0.372,0.131
8/19 6:02:18 PM,54,Kitchen Sink,1.196,0.884,0.312
8/19 6:04:12 PM,144,Kitchen Sink,0.618,0.457,0.161
8/19 6:06:06 PM,6,Sink 2,0.002,0.001,0.001
8/19 6:08:06 PM,60,Sink 4,0.378,0.279,0.099
8/19 6:10:00 PM,24,Sink 2,1.273,0.941,0.332
8/19 6:11:54 PM,6,Sink 4,0.088,0.065,0.023
8/19 6:13:54 PM,24,Kitchen Sink,1.012,0.748,0.264
8/19 6:19:30 PM,42,Sink 4,1.493,1.104,0.389
8/19 7:13:24 PM,138,Sink 3,0.051,0.038,0.013
8/19 7:39:12 PM,42,CW,2.937,2.937,0.000
8/19 7:44:06 PM,60,CW,2.027,2.027,0.000
8/19 7:46:42 PM,606,Shower 1,3.311,2.448,0.863
8/19 7:50:18 PM,6,Sink 4,0.509,0.376,0.133
8/19 8:08:54 PM,12,Kitchen Sink,0.221,0.163,0.058
8/19 8:26:36 PM,54,CW,2.220,2.220,0.000
8/19 8:53:24 PM,42,CW,1.320,1.320,0.000
8/19 8:58:24 PM,72,CW,2.539,2.539,0.000
8/19 10:07:42 PM,72,CW,1.865,1.865,0.000
8/19 10:12:42 PM,60,CW,2.197,2.197,0.000
8/19 11:22:00 PM,6,CW,1.012,1.012,0.000
8/19 11:26:54 PM,84,CW,2.034,2.034,0.000
8/20 5:52:30 AM,174,Sink 3,0.185,0.137,0.048
8/20 7:33:48 AM,450,Shower 1,2.342,1.732,0.610
8/20 8:14:18 AM,24,Kitchen Sink,1.321,0.977,0.344
8/20 8:16:18 AM,12,Kitchen Sink,1.832,1.355,0.477
8/20 8:35:18 AM,12,Sink 3,0.309,0.229,0.080
8/20 9:44:36 AM,24,Kitchen Sink,0.411,0.304,0.107
8/20 9:46:30 AM,36,Kitchen Sink,0.964,0.713,0.251
8/20 11:03:24 AM,78,CW,2.353,2.353,0.000
8/20 11:52:00 AM,6,Kitchen Sink,0.324,0.240,0.084
8/20 12:41:48 PM,300,Shower 1,1.798,1.330,0.468
8/20 4:25:48 PM,60,DW1,1.420,1.420,0.000
8/20 4:35:36 PM,84,DW1,1.000,1.000,0.000
8/20 4:45:24 PM,48,DW1,0.949,0.949,0.000
8/20 4:55:06 PM,54,DW1,1.521,1.521,0.000
8/20 5:38:54 PM,30,Kitchen Sink,1.341,0.992,0.349
8/20 7:34:00 PM,66,Kitchen Sink,0.678,0.501,0.177
8/20 8:32:24 PM,24,Kitchen Sink,1.254,0.927,0.327
8/20 8:43:06 PM,6,Kitchen Sink,0.253,0.187,0.066
8/20 9:25:06 PM,6,Kitchen Sink,1.304,0.964,0.340
8/21 9:16:36 AM,12,Kitchen Sink,1.047,0.774,0.273
8/21 9:18:30 AM,6,Sink 4,1.907,1.410,0.497
8/21 11:28:12 AM,12,Kitchen Sink,0.813,0.601,0.212
8/21 1:20:30 PM,12,Kitchen Sink,1.600,1.183,0.417
8/21 4:01:48 PM,36,Kitchen Sink,0.860,0.636,0.224
8/21 5:34:18 PM,30,Sink 4,0.727,0.538,0.189
8/21 6:25:54 PM,18,Kitchen Sink,0.552,0.408,0.144
8/21 6:27:54 PM,6,Sink 4,0.215,0.159,0.056
8/21 6:29:48 PM,12,Kitchen Sink,0.860,0.636,0.224
8/21 8:48:24 PM,12,Kitchen Sink,1.852,1.370,0.482
8/21 8:56:48 PM,24,Kitchen Sink,0.890,0.658,0.232
8/21 8:58:42 PM,6,Sink 2,1.301,0.962,0.339
8/21 9:39:54 PM,36,Sink 4,2.198,1.626,0.572
8/22 12:23:42 AM,228,Shower 1,2.374,1.756,0.618
8/22 12:54:12 AM,504,Shower 1,2.784,2.059,0.725
8/22 2:51:36 AM,138,Kitchen Sink,0.806,0.596,0.210
8/22 2:53:36 AM,30,Sink 2,0.888,0.657,0.231
8/22 2:55:30 AM,66,Kitchen Sink,0.503,0.372,0.131
8/22 2:57:24 AM,6,Sink 4,0.169,0.125,0.044
8/22 2:59:24 AM,282,Kitchen Sink,1.015,0.751,0.264
8/22 3:01:18 AM,42,Kitchen Sink,1.436,1.062,0.374
8/22 3:03:12 AM,54,Kitchen Sink,0.540,0.399,0.141
8/22 3:05:12 AM,84,Kitchen Sink,2.232,1.651,0.581
8/22 5:18:24 AM,6,Sink 3,0.005,0.004,0.001
8/22 6:15:42 AM,90,Kitchen Sink,0.984,0.728,0.256
8/22 8:20:00 AM,24,Kitchen Sink,1.477,1.093,0.384
8/22 9:17:12 AM,78,Kitchen Sink,1.728,1.278,0.450
8/22 10:49:36 AM,60,CW,1.911,1.911,0.000
8/22 10:54:36 AM,66,CW,2.225,2.225,0.000
8/22 11:38:18 AM,6,Kitchen Sink,0.440,0.325,0.115
8/22 11:38:30 AM,30,Kitchen Sink,1.173,0.868,0.305
8/22 11:40:18 AM,36,Kitchen Sink,0.081,0.060,0.021
8/22 1:07:00 PM,72,CW,2.541,2.541,0.000
8/22 1:52:30 PM,6,Kitchen Sink,0.538,0.398,0.140
8/22 2:55:06 PM,36,Kitchen Sink,1.086,0.803,0.283
8/22 4:59:54 PM,6,Sink 3,0.831,0.615,0.216
8/22 5:01:48 PM,54,Sink 2,0.590,0.436,0.154
8/22 5:06:12 PM,72,Sink 3,1.440,1.065,0.375
8/22 5:16:18 PM,6,Sink 4,1.292,0.956,0.336
8/22 5:18:12 PM,84,Sink 2,0.828,0.612,0.216
8/22 5:20:12 PM,12,Sink 3,0.909,0.672,0.237
8/22 5:48:18 PM,12,Sink 3,0.966,0.715,0.251
8/22 7:36:12 PM,12,Sink 2,0.527,0.390,0.137
8/22 7:38:06 PM,6,Sink 3,0.334,0.247,0.087
8/22 10:43:30 PM,6,Sink 4,1.450,1.073,0.377
8/22 10:45:24 PM,30,Sink 2,0.540,0.399,0.141
8/22 10:47:24 PM,54,Kitchen Sink,1.998,1.478,0.520
8/22 10:49:18 PM,18,Kitchen Sink,1.467,1.085,0.382
8/23 5:10:12 AM,474,Shower 1,2.037,1.507,0.530
8/23 7:08:48 AM,12,Kitchen Sink,1.876,1.388,0.488
8/23 7:13:30 AM,66,Kitchen Sink,1.724,1.275,0.449
8/23 8:47:00 AM,84,CW,2.983,2.983,0.000
8/23 10:01:12 AM,24,CW,1.792,1.792,0.000
8/23 10:20:42 AM,24,Kitchen Sink,2.046,1.514,0.532
8/23 10:33:54 AM,66,Sink 3,1.188,0.879,0.309
8/23 11:39:12 AM,72,Kitchen Sink,1.034,0.765,0.269
8/23 12:27:24 PM,6,Kitchen Sink,0.533,0.394,0.139
8/23 12:27:54 PM,6,Sink 4,0.445,0.329,0.116
8/23 12:29:48 PM,90,Sink 4,0.514,0.380,0.134
8/23 12:51:48 PM,18,Sink 2,1.196,0.885,0.311
8/23 4:09:06 PM,1356,Shower 2,2.077,1.537,0.540
8/23 4:23:12 PM,36,Sink 3,1.861,1.377,0.484
8/23 4:39:36 PM,414,Shower 2,1.770,1.309,0.461
8/23 5:08:42 PM,30,Sink 2,0.533,0.394,0.139
8/23 5:10:42 PM,6,Kitchen Sink,0.864,0.639,0.225
8/23 5:12:36 PM,72,Kitchen Sink,1.301,0.963,0.338
8/23 5:14:30 PM,24,Kitchen Sink,1.561,1.155,0.406
8/23 5:16:30 PM,60,Kitchen Sink,0.542,0.401,0.141
8/23 5:18:24 PM,6,Sink 4,0.309,0.229,0.080
8/23 5:41:54 PM,30,Sink 2,0.793,0.587,0.206
8/23 5:43:54 PM,24,Kitchen Sink,1.468,1.086,0.382
8/23 5:45:48 PM,96,Sink 3,1.465,1.084,0.381
8/23 5:47:42 PM,36,Kitchen Sink,0.731,0.541,0.190
8/23 6:26:48 PM,6,Sink 2,0.007,0.005,0.002
8/23 6:40:54 PM,24,Sink 3,1.949,1.442,0.507
8/23 6:42:48 PM,30,Sink 4,2.231,1.651,0.580
8/23 9:14:00 PM,6,Kitchen Sink,0.180,0.133,0.047
8/23 9:17:36 PM,12,Kitchen Sink,0.060,0.044,0.016
8/23 9:19:30 PM,12,Kitchen Sink,0.611,0.452,0.159
8/23 9:21:30 PM,36,Kitchen Sink,0.735,0.544,0.191
8/23 9:23:24 PM,60,Kitchen Sink,1.651,1.221,0.430
8/23 9:25:18 PM,6,Sink 2,0.568,0.420,0.148
8/23 9:27:18 PM,108,Sink 2,2.274,1.682,0.592
8/23 9:36:54 PM,186,Kitchen Sink,1.538,1.138,0.400
8/23 9:40:12 PM,30,Kitchen Sink,1.530,1.132,0.398
8/23 9:43:36 PM,54,CW,2.211,2.211,0.000
8/23 10:23:30 PM,108,Kitchen Sink,1.719,1.272,0.447
8/23 10:52:48 PM,90,Sink 3,0.689,0.510,0.179
8/24 1:49:18 AM,78,Kitchen Sink,1.418,1.049,0.369
8/24 1:51:12 AM,114,Sink 4,1.266,0.937,0.329
8/24 5:11:54 AM,42,Sink 2,0.729,0.539,0.190
8/24 5:33:00 AM,66,Kitchen Sink,1.016,0.752,0.264
8/24 7:39:30 AM,330,Shower 1,2.824,2.090,0.734
8/24 8:18:48 AM,84,Kitchen Sink,0.635,0.470,0.165
8/24 9:28:42 AM,6,Kitchen Sink,0.433,0.320,0.113
8/24 10:21:54 AM,6,Sink 3,1.046,0.774,0.272
8/24 11:40:12 AM,72,Kitchen Sink,1.491,1.103,0.388
8/24 1:15:30 PM,48,Sink 3,0.941,0.696,0.245
8/24 1:17:30 PM,24,Kitchen Sink,1.514,1.120,0.394
8/24 2:18:24 PM,12,Kitchen Sink,0.040,0.030,0.010
8/24 2:20:18 PM,24,Kitchen Sink,0.940,0.696,0.244
8/24 3:21:36 PM,48,Kitchen Sink,0.584,0.432,0.152
8/24 5:11:06 PM,54,Kitchen Sink,1.152,0.852,0.300
8/24 5:54:36 PM,30,Sink 4,1.150,0.851,0.299
8/24 5:56:36 PM,60,Kitchen Sink,1.581,1.170,0.411
8/24 5:58:30 PM,6,Kitchen Sink,0.838,0.620,0.218
8/24 6:00:24 PM,6,Kitchen Sink,0.266,0.197,0.069
8/24 6:39:30 PM,66,Kitchen Sink,1.536,1.137,0.399
8/24 6:41:30 PM,36,Kitchen Sink,0.339,0.251,0.088
8/24 8:03:24 PM,42,Sink 2,1.028,0.761,0.267
8/24 9:11:24 PM,18,Kitchen Sink,0.836,0.619,0.217
8/24 9:13:18 PM,6,Kitchen Sink,0.356,0.263,0.093
8/24 9:15:12 PM,6,Sink 4,2.233,1.652,0.581
8/24 9:17:06 PM,6,Kitchen Sink,0.163,0.121,0.042
8/24 9:19:06 PM,36,Kitchen Sink,0.692,0.512,0.180
8/24 9:21:00 PM,60,Kitchen Sink,1.310,0.969,0.341
8/24 9:22:54 PM,48,Sink 3,1.196,0.885,0.311
8/24 10:25:48 PM,102,Kitchen Sink,1.306,0.966,0.340
8/24 10:27:48 PM,6,Kitchen Sink,2.125,1.572,0.553
8/24 11:42:18 PM,72,CW,1.982,1.982,0.000
8/25 12:48:48 AM,6,CW,1.749,1.749,0.000
8/25 7:44:48 AM,420,Shower 1,2.617,1.937,0.680
8/25 7:47:00 AM,72,Sink 3,0.049,0.036,0.013
8/25 7:48:54 AM,30,Kitchen Sink,0.940,0.696,0.244
8/25 7:50:48 AM,6,Sink 4,0.028,0.021,0.007
8/25 7:52:48 AM,6,Sink 4,0.780,0.577,0.203
8/25 8:15:54 AM,66,CW,2.953,2.953,0.000
8/25 8:46:36 AM,30,Kitchen Sink,1.453,1.075,0.378
8/25 8:48:30 AM,24,Kitchen Sink,1.306,0.967,0.339
8/25 9:08:12 AM,48,Kitchen Sink,0.527,0.390,0.137
8/25 9:10:06 AM,108,Kitchen Sink,1.476,1.092,0.384
8/25 9:12:00 AM,12,Kitchen Sink,0.652,0.483,0.169
8/25 9:14:00 AM,24,Kitchen Sink,0.670,0.496,0.174
8/25 9:15:54 AM,66,Kitchen Sink,1.437,1.064,0.373
8/25 9:17:48 AM,96,Sink 2,0.981,0.726,0.255
8/25 9:19:48 AM,108,Kitchen Sink,1.956,1.448,0.508
8/25 9:37:12 AM,30,Kitchen Sink,0.048,0.036,0.012
8/25 9:39:12 AM,18,Kitchen Sink,0.043,0.032,0.011
8/25 9:41:06 AM,6,Kitchen Sink,0.079,0.058,0.021
8/25 9:47:18 AM,6,Kitchen Sink,0.503,0.372,0.131
8/25 9:49:18 AM,30,Kitchen Sink,0.941,0.696,0.245
8/25 10:18:00 AM,18,Sink 3,0.835,0.618,0.217
8/25 10:54:24 AM,138,Sink 4,1.641,1.215,0.426
8/25 1:31:54 PM,6,Kitchen Sink,1.774,1.313,0.461
8/25 2:14:36 PM,6,Sink 2,0.895,0.662,0.233
8/25 2:32:42 PM,18,Sink 3,1.187,0.879,0.308
8/25 3:44:48 PM,60,Kitchen Sink,0.051,0.038,0.013
8/25 3:52:36 PM,6,Sink 4,0.658,0.487,0.171
8/25 3:54:36 PM,42,Kitchen Sink,1.083,0.802,0.281
8/25 3:56:12 PM,168,Kitchen Sink,2.228,1.649,0.579
8/25 3:56:30 PM,114,Kitchen Sink,0.434,0.321,0.113
8/25 3:58:24 PM,36,Kitchen Sink,1.060,0.785,0.275
8/25 4:00:24 PM,6,Kitchen Sink,0.239,0.177,0.062
